File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF908BCR	bam	bam		alignments	GRCh38	ENCSR991BTY	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1	1_1		50					/files/ENCFF643CGH/, /files/ENCFF355BBC/	839191718	ENCODE Processing Pipeline	ecb40d5cc4d15e5eaf67d0e553bf93b5		https://www.encodeproject.org/files/ENCFF908BCR/@@download/ENCFF908BCR.bam				released	s3://encode-public/2017/12/06/79776a73-af00-448c-8b81-3093c9970a13/ENCFF908BCR.bam		control insufficient read depth, insufficient read depth	
ENCFF441KOL	bam	bam		alignments	GRCh38	ENCSR271TFS	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF074BMK/	451262245	ENCODE Processing Pipeline	dcdeeaf569c2757678bab34818294ad5		https://www.encodeproject.org/files/ENCFF441KOL/@@download/ENCFF441KOL.bam				released	s3://encode-public/2016/12/19/c4dfc4f2-415f-40b4-b186-e87529d73d3d/ENCFF441KOL.bam	inconsistent platforms, low read length	control insufficient read depth, insufficient read depth	
ENCFF286FND	bam	bam		alignments	GRCh38	ENCSR271TFS	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				2	2_1		36					/files/ENCFF302UMJ/, /files/ENCFF643CGH/, /files/ENCFF332IMT/, /files/ENCFF719MHS/	569600671	ENCODE Processing Pipeline	570d9e59003a33eae1c61baeebe72438		https://www.encodeproject.org/files/ENCFF286FND/@@download/ENCFF286FND.bam				released	s3://encode-public/2017/02/14/08d2d195-985a-4fb0-81cd-dd0148b4e52f/ENCFF286FND.bam	inconsistent platforms, low read length	control insufficient read depth, insufficient read depth	
ENCFF928TDB	bam	bam		alignments	GRCh38	ENCSR249XEB	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF139PIG/, /files/ENCFF643CGH/	932275529	ENCODE Processing Pipeline	8f45227ac26813b417453a8c5a79cd98		https://www.encodeproject.org/files/ENCFF928TDB/@@download/ENCFF928TDB.bam				released	s3://encode-public/2016/12/19/0e56507b-34f0-4c67-86a9-e456c9de2695/ENCFF928TDB.bam	low read length	control insufficient read depth, insufficient read depth	
ENCFF858WJB	bam	bam		alignments	GRCh38	ENCSR249XEB	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF110MCL/, /files/ENCFF139PIG/	1048729658	ENCODE Processing Pipeline	2cc3071539db882628f3620478d480c1		https://www.encodeproject.org/files/ENCFF858WJB/@@download/ENCFF858WJB.bam				released	s3://encode-public/2020/08/14/75d25b0d-ebe5-4042-aacd-0f6d3ae9806b/ENCFF858WJB.bam	low read length	control insufficient read depth, insufficient read depth	
ENCFF677QFG	bam	bam		alignments	GRCh38	ENCSR490YCL	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF708GNB/	880459710	ENCODE Processing Pipeline	9a3777a9c8fbd5c55363b0fda207b05a		https://www.encodeproject.org/files/ENCFF677QFG/@@download/ENCFF677QFG.bam				released	s3://encode-public/2016/12/19/5ed5c432-dbb0-4cdc-957f-3cd00649e1b8/ENCFF677QFG.bam	low read length, mild to moderate bottlenecking	control insufficient read depth, insufficient read depth	
ENCFF040OUY	bam	bam		alignments	GRCh38	ENCSR490YCL	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF708GNB/, /files/ENCFF110MCL/	966835075	ENCODE Processing Pipeline	0558ca9d00a96bc827ddd86f916217de		https://www.encodeproject.org/files/ENCFF040OUY/@@download/ENCFF040OUY.bam				released	s3://encode-public/2020/08/14/1387ee9f-d3e9-424e-bb73-78ad4630caf3/ENCFF040OUY.bam	low read length, mild to moderate bottlenecking	control insufficient read depth, insufficient read depth	
ENCFF861HMY	bam	bam		alignments	GRCh38	ENCSR082SHT	Histone ChIP-seq	UBERON:0001013	adipose tissue	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF859ZAC/	696856382	ENCODE Processing Pipeline	53333852957a35da0fb61e4c2c198bbb		https://www.encodeproject.org/files/ENCFF861HMY/@@download/ENCFF861HMY.bam				released	s3://encode-public/2016/12/19/b142b5db-a934-44b3-bac0-38605cb92403/ENCFF861HMY.bam	low read length, low read depth		
ENCFF557ZVM	bam	bam		alignments	GRCh38	ENCSR877PAS	Histone ChIP-seq	UBERON:0002108	small intestine	tissue	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1	1_2		36					/files/ENCFF643CGH/, /files/ENCFF364MQR/	921307360	ENCODE Processing Pipeline	caca4546c5b3dbf178e24880dab9dc97		https://www.encodeproject.org/files/ENCFF557ZVM/@@download/ENCFF557ZVM.bam				released	s3://encode-public/2017/05/10/2efef005-2a9f-419f-9d17-0f39092af41b/ENCFF557ZVM.bam	low read length	control insufficient read depth, insufficient read depth	
ENCFF095MCZ	bam	bam		alignments	GRCh38	ENCSR256ESY	Histone ChIP-seq	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF856FUN/	4104910792	ENCODE Processing Pipeline	5c79ed38699dfa844142ca0a60b71b33		https://www.encodeproject.org/files/ENCFF095MCZ/@@download/ENCFF095MCZ.bam				released	s3://encode-public/2016/12/19/9a1474b3-c134-4e1c-83c9-c467b80c8eca/ENCFF095MCZ.bam	low read length	control insufficient read depth, insufficient read depth	
ENCFF964FXG	bam	bam		alignments	GRCh38	ENCSR256ESY	Histone ChIP-seq	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				2	2_1		36					/files/ENCFF643CGH/, /files/ENCFF552RFE/	1309472720	ENCODE Processing Pipeline	bb688d41f0f939a2e5c6f32549f61ed4		https://www.encodeproject.org/files/ENCFF964FXG/@@download/ENCFF964FXG.bam				released	s3://encode-public/2016/12/19/01f154e8-9002-4476-aeac-edb3278a8224/ENCFF964FXG.bam	low read length	control insufficient read depth, insufficient read depth	
ENCFF530LYL	bam	bam		alignments	GRCh38	ENCSR186QKH	Histone ChIP-seq	UBERON:0001264	pancreas	tissue	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF832FDW/	533714196	ENCODE Processing Pipeline	a1efe09017032434846b4ae0b6a00d1e		https://www.encodeproject.org/files/ENCFF530LYL/@@download/ENCFF530LYL.bam				released	s3://encode-public/2016/12/19/f6ce5835-7a44-4c89-a18c-63bd78972464/ENCFF530LYL.bam	control low read depth, low read length, mild to moderate bottlenecking	insufficient read depth	
ENCFF948LKM	bam	bam		alignments	GRCh38	ENCSR441SAT	Histone ChIP-seq	NTR:0000856	mesendoderm	in vitro differentiated cells	Homo sapiens										H3K4me3-human	DNA						2013-07-31	Roadmap				1	1_2		36					/files/ENCFF739KFO/, /files/ENCFF506AUY/, /files/ENCFF643CGH/	6715438535	ENCODE Processing Pipeline	56fdfee9dda33d3bb06fe83fbadb2e32		https://www.encodeproject.org/files/ENCFF948LKM/@@download/ENCFF948LKM.bam				released	s3://encode-public/2016/12/19/5068333e-5e55-460a-b2c6-c22fecb7e1a1/ENCFF948LKM.bam	low read length		
ENCFF072FDU	bam	bam		alignments	GRCh38	ENCSR441SAT	Histone ChIP-seq	NTR:0000856	mesendoderm	in vitro differentiated cells	Homo sapiens										H3K4me3-human	DNA						2013-07-31	Roadmap				2	2_2		36					/files/ENCFF904XPJ/, /files/ENCFF768GZO/, /files/ENCFF643CGH/	1543604100	ENCODE Processing Pipeline	bd4938bffb86eca3d47718512b49f96b		https://www.encodeproject.org/files/ENCFF072FDU/@@download/ENCFF072FDU.bam				released	s3://encode-public/2017/02/08/94b39d5a-d8e5-4b6c-aedc-10c7678775a4/ENCFF072FDU.bam	low read length		
ENCFF735KUK	bam	bam		alignments	GRCh38	ENCSR001SHB	Histone ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_2		36					/files/ENCFF643CGH/, /files/ENCFF271RIT/	676252143	ENCODE Processing Pipeline	c6701c770529cafb8c037da31e09141b		https://www.encodeproject.org/files/ENCFF735KUK/@@download/ENCFF735KUK.bam				released	s3://encode-public/2017/05/09/2ffddd90-752c-43d2-8ba9-4ca3c6173ba7/ENCFF735KUK.bam	inconsistent platforms, low read length, mild to moderate bottlenecking, low read depth		
ENCFF619JFN	bam	bam		alignments	GRCh38	ENCSR925LJZ	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF034AQJ/	468091198	ENCODE Processing Pipeline	2c5c497bee84056e40d0cbf7964471f7		https://www.encodeproject.org/files/ENCFF619JFN/@@download/ENCFF619JFN.bam				released	s3://encode-public/2016/12/19/2019ed63-f643-4a11-9b60-bd74d4e2c1d2/ENCFF619JFN.bam	low read length	control insufficient read depth, insufficient read depth	
ENCFF044YAN	bam	bam		alignments	GRCh38	ENCSR925LJZ	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				2	2_1		36					/files/ENCFF643CGH/, /files/ENCFF759KCC/	505549658	ENCODE Processing Pipeline	20d218061ab201e7cc00b82582127843		https://www.encodeproject.org/files/ENCFF044YAN/@@download/ENCFF044YAN.bam				released	s3://encode-public/2016/12/19/fb51ea2b-3a16-4ab4-8da8-66aaeeae0bc1/ENCFF044YAN.bam	low read length	control insufficient read depth, insufficient read depth	
ENCFF652NEG	bam	bam		alignments	GRCh38	ENCSR306ZBD	Histone ChIP-seq	UBERON:0001043	esophagus	tissue	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF282UOO/, /files/ENCFF643CGH/	823070532	ENCODE Processing Pipeline	50188c54e0d5032e1cf3c771165c172a		https://www.encodeproject.org/files/ENCFF652NEG/@@download/ENCFF652NEG.bam				released	s3://encode-public/2016/12/19/09e9298c-9b21-4028-be62-41375c606a97/ENCFF652NEG.bam	low read length	control insufficient read depth, insufficient read depth	
ENCFF056MDM	bam	bam		alignments	GRCh38	ENCSR747VED	Histone ChIP-seq	UBERON:0001264	pancreas	tissue	Homo sapiens										H3K4me3-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF400TEM/	847929612	ENCODE Processing Pipeline	ab1e558a69d4456aafcddf4adf72d510		https://www.encodeproject.org/files/ENCFF056MDM/@@download/ENCFF056MDM.bam				released	s3://encode-public/2016/12/19/3e84c967-18f3-4324-8af8-fcea1a69c2e1/ENCFF056MDM.bam	low read length, mild to moderate bottlenecking, low read depth, moderate library complexity		
ENCFF220LTL	bam	bam		alignments	GRCh38	ENCSR044WCY	Histone ChIP-seq	CL:0000351	trophoblast cell	in vitro differentiated cells	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF786YDG/	843433258	ENCODE Processing Pipeline	8cba7ba66138dd70397f7444a73d1c23		https://www.encodeproject.org/files/ENCFF220LTL/@@download/ENCFF220LTL.bam				released	s3://encode-public/2016/12/19/1f4d3e97-5246-42a1-a1b7-0cc5d19724f0/ENCFF220LTL.bam	low read length, inconsistent platforms, control low read depth, mild to moderate bottlenecking, low read depth	insufficient read depth	
ENCFF932LWO	bam	bam		alignments	GRCh38	ENCSR044WCY	Histone ChIP-seq	CL:0000351	trophoblast cell	in vitro differentiated cells	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				2	2_1		36					/files/ENCFF643CGH/, /files/ENCFF509ZDZ/	765026558	ENCODE Processing Pipeline	1d483273c3d249515bf0ee684c69812f		https://www.encodeproject.org/files/ENCFF932LWO/@@download/ENCFF932LWO.bam				released	s3://encode-public/2016/12/19/241bd222-8c59-4bfd-899c-f662c9f4ad05/ENCFF932LWO.bam	low read length, inconsistent platforms, control low read depth, mild to moderate bottlenecking, low read depth	insufficient read depth	
ENCFF915XKH	bam	bam		alignments	GRCh38	ENCSR044WCY	Histone ChIP-seq	CL:0000351	trophoblast cell	in vitro differentiated cells	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				2	2_1		36					/files/ENCFF643CGH/, /files/ENCFF509ZDZ/	765026561	ENCODE Processing Pipeline	6db626e1e43ffad7121e50ccb3d90491		https://www.encodeproject.org/files/ENCFF915XKH/@@download/ENCFF915XKH.bam				released	s3://encode-public/2017/02/21/9bd71b9f-2517-4315-bb48-b29a7214187c/ENCFF915XKH.bam	low read length, inconsistent platforms, control low read depth, mild to moderate bottlenecking, low read depth	insufficient read depth	
ENCFF638UNA	bam	bam		alignments	GRCh38	ENCSR874WOB	Histone ChIP-seq	CL:0000351	trophoblast cell	in vitro differentiated cells	Homo sapiens										H3K4me3-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF864LHL/	830990769	ENCODE Processing Pipeline	3a6ee0f8761653713c4412ff9d8127fc		https://www.encodeproject.org/files/ENCFF638UNA/@@download/ENCFF638UNA.bam				released	s3://encode-public/2016/12/19/563d5a31-be3f-47d6-99cf-f6c29cc20a1d/ENCFF638UNA.bam	inconsistent platforms, low read length, mild to moderate bottlenecking, low read depth		
ENCFF961MFR	bam	bam		alignments	GRCh38	ENCSR874WOB	Histone ChIP-seq	CL:0000351	trophoblast cell	in vitro differentiated cells	Homo sapiens										H3K4me3-human	DNA						2013-07-31	Roadmap				2	2_1		36					/files/ENCFF178HXQ/, /files/ENCFF643CGH/	722256186	ENCODE Processing Pipeline	9930ee6ff56bcee47eee621cacf3dbfc		https://www.encodeproject.org/files/ENCFF961MFR/@@download/ENCFF961MFR.bam				released	s3://encode-public/2017/02/21/0f717713-80b8-4258-9a61-0a93a072c9f2/ENCFF961MFR.bam	inconsistent platforms, low read length, mild to moderate bottlenecking, low read depth		
ENCFF894DUH	bam	bam		alignments	GRCh38	ENCSR697GPO	Histone ChIP-seq	UBERON:0001043	esophagus	tissue	Homo sapiens										H3K4me3-human	DNA						2013-07-31	Roadmap				1	1_2		36					/files/ENCFF643CGH/, /files/ENCFF958BMB/	931799377	ENCODE Processing Pipeline	b04d0fe4f3f69728cdb0214981db0688		https://www.encodeproject.org/files/ENCFF894DUH/@@download/ENCFF894DUH.bam				released	s3://encode-public/2017/03/27/47245c42-64f8-41bb-9440-a885b376fb16/ENCFF894DUH.bam	low read length		
ENCFF740GZB	bam	bam		alignments	GRCh38	ENCSR065HOR	Histone ChIP-seq	CL:0000134	mesenchymal stem cell	in vitro differentiated cells	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF612LHO/	1546192688	ENCODE Processing Pipeline	311a6ae2edc2fb3520c9ef6abc3cfd2a		https://www.encodeproject.org/files/ENCFF740GZB/@@download/ENCFF740GZB.bam				released	s3://encode-public/2016/12/19/92497946-4e96-4f7d-ab3c-539748593452/ENCFF740GZB.bam	control low read depth, low read length, low read depth	control insufficient read depth, insufficient read depth	
ENCFF242CIG	bam	bam		alignments	GRCh38	ENCSR065HOR	Histone ChIP-seq	CL:0000134	mesenchymal stem cell	in vitro differentiated cells	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				2	2_1		36					/files/ENCFF925JUB/, /files/ENCFF643CGH/	302486500	ENCODE Processing Pipeline	b519882f9e47b044416dcfa5c74100a6		https://www.encodeproject.org/files/ENCFF242CIG/@@download/ENCFF242CIG.bam				released	s3://encode-public/2016/12/19/800ead90-9861-4fa4-b8c7-66467d1d5713/ENCFF242CIG.bam	control low read depth, low read length, low read depth	control insufficient read depth, insufficient read depth	
ENCFF310SBN	bam	bam		alignments	GRCh38	ENCSR216OGD	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				2	2_1		36					/files/ENCFF643CGH/, /files/ENCFF374VEK/	457502483	ENCODE Processing Pipeline	fc3a90a089ec4c148cd978dcdd35d0c4		https://www.encodeproject.org/files/ENCFF310SBN/@@download/ENCFF310SBN.bam				released	s3://encode-public/2016/12/19/1cc3cff7-b8d8-4495-b533-c015d08422a7/ENCFF310SBN.bam	low read length, mixed read lengths	control insufficient read depth, insufficient read depth	
ENCFF083QQZ	bam	bam		alignments	GRCh38	ENCSR216OGD	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF539PKS/	282256703	ENCODE Processing Pipeline	5d3308d5eef15364d11d25cac5c9881e		https://www.encodeproject.org/files/ENCFF083QQZ/@@download/ENCFF083QQZ.bam				released	s3://encode-public/2017/02/14/4adc0621-4923-4393-96b5-be62d405e67e/ENCFF083QQZ.bam	low read length, mixed read lengths	control insufficient read depth, insufficient read depth	
ENCFF948UXT	bam	bam		alignments	GRCh38	ENCSR880SUY	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				2	2_1		36					/files/ENCFF481YKF/, /files/ENCFF643CGH/, /files/ENCFF308XJC/	448199171	ENCODE Processing Pipeline	e1c9da6e80cd6f27bee7b25a8bae7cbc		https://www.encodeproject.org/files/ENCFF948UXT/@@download/ENCFF948UXT.bam				released	s3://encode-public/2017/02/14/288d9030-2884-4894-9682-31e845af10a1/ENCFF948UXT.bam	low read length, inconsistent platforms, control low read depth, low read depth, mixed read lengths	insufficient read depth, insufficient read length	
ENCFF663SAM	bam	bam		alignments	GRCh38	ENCSR880SUY	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_2		30					/files/ENCFF643CGH/, /files/ENCFF692HWE/	596546923	ENCODE Processing Pipeline	a049d8f25475acc5605f737b6aecf139		https://www.encodeproject.org/files/ENCFF663SAM/@@download/ENCFF663SAM.bam				released	s3://encode-public/2017/02/15/db9e41f8-1ef8-4fea-9dcc-164a48c2b8d5/ENCFF663SAM.bam	low read length, inconsistent platforms, control low read depth, low read depth, mixed read lengths	insufficient read depth, insufficient read length	
ENCFF467XCU	bam	bam		alignments	GRCh38	ENCSR019SQX	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K4me3-human	DNA						2013-07-31	Roadmap				1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF296CUY/	489285759	ENCODE Processing Pipeline	563f789d9484265fa91367dea136a8aa		https://www.encodeproject.org/files/ENCFF467XCU/@@download/ENCFF467XCU.bam				released	s3://encode-public/2016/12/19/ed13086b-94c3-410c-8ba4-9f4567561469/ENCFF467XCU.bam	control low read depth, low read length, mixed read lengths	insufficient read depth	
