File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF317PIS	bam	bam		alignments	GRCh38	ENCSR275ZLF	polyA plus RNA-seq	CL:0000134	mesenchymal stem cell	in vitro differentiated cells	Homo sapiens											polyadenylated mRNA					strand-specific	2013-07-31	Roadmap				1	1_1							/files/ENCFF663RCH/, /files/ENCFF378MAM/, /files/ENCFF742NER/	35485684812	ENCODE Processing Pipeline	ca5c377e4950006d01460158fdfc27cd		https://www.encodeproject.org/files/ENCFF317PIS/@@download/ENCFF317PIS.bam	V24			released	s3://encode-public/2017/11/13/0b4d4747-8839-4e99-8bcf-eb72f167c2b3/ENCFF317PIS.bam			
ENCFF329ZLV	bam	bam		alignments	GRCh38	ENCSR586TYR	small RNA-seq	CL:0000134	mesenchymal stem cell	in vitro differentiated cells	Homo sapiens											polyadenylated mRNA		miRNeasy Mini kit (QIAGEN cat#:217004)			strand-specific	2013-07-31	Roadmap				1	1_6							/files/ENCFF276PUU/, /files/ENCFF426MTM/	2535909278	ENCODE Processing Pipeline	71b4749ba4de4cccd7b7c9425f51e369		https://www.encodeproject.org/files/ENCFF329ZLV/@@download/ENCFF329ZLV.bam	V24			released	s3://encode-public/2018/01/19/25877b1f-c2e2-4c8a-b889-46b86315f7e9/ENCFF329ZLV.bam	low read depth		
ENCFF540BJB	bam	bam		alignments	GRCh38	ENCSR586TYR	small RNA-seq	CL:0000134	mesenchymal stem cell	in vitro differentiated cells	Homo sapiens											polyadenylated mRNA		miRNeasy Mini kit (QIAGEN cat#:217004)			strand-specific	2013-07-31	Roadmap				2	2_1							/files/ENCFF225QQQ/, /files/ENCFF426MTM/	2740736481	ENCODE Processing Pipeline	45d8824fa29a3efa06c18df891fc372d		https://www.encodeproject.org/files/ENCFF540BJB/@@download/ENCFF540BJB.bam	V24			released	s3://encode-public/2018/01/19/bcf0a7d6-3db1-480b-bf4f-c0ab0386266e/ENCFF540BJB.bam	low read depth		
ENCFF287FKV	bam	bam		alignments	GRCh38	ENCSR444WHQ	total RNA-seq	CL:0000515	skeletal muscle myoblast	primary cell	Homo sapiens											RNA	rRNA				strand-specific	2014-06-30	ENCODE				1	1_1							/files/ENCFF002DMM/, /files/ENCFF002DML/, /files/ENCFF742NER/	18956171139	ENCODE Processing Pipeline	9ed5e0d90ee0184092cbe7899f2232a4		https://www.encodeproject.org/files/ENCFF287FKV/@@download/ENCFF287FKV.bam	V24			released	s3://encode-public/2016/02/26/3d0b4de6-90a3-4c8c-992b-d11034f87f3b/ENCFF287FKV.bam			
ENCFF610WLM	bam	bam		alignments	GRCh38	ENCSR444WHQ	total RNA-seq	CL:0000515	skeletal muscle myoblast	primary cell	Homo sapiens											RNA	rRNA				strand-specific	2014-06-30	ENCODE				2	2_1							/files/ENCFF002DMI/, /files/ENCFF002DMH/, /files/ENCFF742NER/	15032356763	ENCODE Processing Pipeline	a01de2a642f05747df5e43f7a0e34841		https://www.encodeproject.org/files/ENCFF610WLM/@@download/ENCFF610WLM.bam	V24			released	s3://encode-public/2016/02/26/8ba82d24-9dfe-40cb-9673-08d34a8476fe/ENCFF610WLM.bam			
ENCFF960HQQ	bam	bam		alignments	GRCh38	ENCSR000COY	polyA plus RNA-seq	CL:0000515	skeletal muscle myoblast	primary cell	Homo sapiens											polyadenylated mRNA	rRNA				strand-specific	2011-10-17	ENCODE				1	1_1							/files/ENCFF000GPO/, /files/ENCFF000GPC/, /files/ENCFF742NER/	17750293088	ENCODE Processing Pipeline	812e4ceedeaa33bacee649d905d6c626		https://www.encodeproject.org/files/ENCFF960HQQ/@@download/ENCFF960HQQ.bam	V24			released	s3://encode-public/2016/02/29/a45ce60a-831c-4521-a081-275efb002016/ENCFF960HQQ.bam	low replicate concordance		
ENCFF715ZSR	bam	bam		alignments	GRCh38	ENCSR000COY	polyA plus RNA-seq	CL:0000515	skeletal muscle myoblast	primary cell	Homo sapiens											polyadenylated mRNA	rRNA				strand-specific	2011-10-17	ENCODE				2	2_1							/files/ENCFF000GPR/, /files/ENCFF000GPP/, /files/ENCFF742NER/	19083827158	ENCODE Processing Pipeline	e22e9b67f703f779de2566e4e5a3ed3e		https://www.encodeproject.org/files/ENCFF715ZSR/@@download/ENCFF715ZSR.bam	V24			released	s3://encode-public/2016/02/29/9be02349-8c3c-4065-9549-b43819fab822/ENCFF715ZSR.bam	low replicate concordance		
ENCFF731SMB	bam	bam		alignments	GRCh38	ENCSR828LSC	small RNA-seq	CL:0011020	neural progenitor cell	in vitro differentiated cells	Homo sapiens											RNA	rRNA				strand-specific	2015-01-08	ENCODE				1	1_1							/files/ENCFF193XIP/, /files/ENCFF426MTM/	12047862468	ENCODE Processing Pipeline	3b242323c1527a49cef370add248b90b		https://www.encodeproject.org/files/ENCFF731SMB/@@download/ENCFF731SMB.bam	V24			released	s3://encode-public/2016/02/24/3b7f912f-feac-464e-a2f7-c4ce30db1c90/ENCFF731SMB.bam			
ENCFF076KOA	bam	bam		alignments	GRCh38	ENCSR828LSC	small RNA-seq	CL:0011020	neural progenitor cell	in vitro differentiated cells	Homo sapiens											RNA	rRNA				strand-specific	2015-01-08	ENCODE				2	2_1							/files/ENCFF994BMY/, /files/ENCFF426MTM/	12642904339	ENCODE Processing Pipeline	890f229cafa117713f7cc5d9dc172297		https://www.encodeproject.org/files/ENCFF076KOA/@@download/ENCFF076KOA.bam	V24			released	s3://encode-public/2016/02/24/6ea86e83-a206-43bf-843a-4cf7dd1f0346/ENCFF076KOA.bam			
ENCFF766WSM	bam	bam		alignments	GRCh38	ENCSR244ISQ	total RNA-seq	CL:0011020	neural progenitor cell	in vitro differentiated cells	Homo sapiens											RNA	rRNA				strand-specific	2015-01-08	ENCODE				1	1_1							/files/ENCFF201WLO/, /files/ENCFF939FVE/, /files/ENCFF742NER/	17248072343	ENCODE Processing Pipeline	ddaf429a8c8dbe25e0d94b58345edb42		https://www.encodeproject.org/files/ENCFF766WSM/@@download/ENCFF766WSM.bam	V24			released	s3://encode-public/2016/02/26/ddd59b39-3392-4af5-8afa-eb713caeb67e/ENCFF766WSM.bam	low replicate concordance		
ENCFF884EEG	bam	bam		alignments	GRCh38	ENCSR244ISQ	total RNA-seq	CL:0011020	neural progenitor cell	in vitro differentiated cells	Homo sapiens											RNA	rRNA				strand-specific	2015-01-08	ENCODE				2	2_1							/files/ENCFF726PAY/, /files/ENCFF996KMK/, /files/ENCFF742NER/	15530269676	ENCODE Processing Pipeline	301ddf62230c3b8ee1e8931782954f27		https://www.encodeproject.org/files/ENCFF884EEG/@@download/ENCFF884EEG.bam	V24			released	s3://encode-public/2016/02/26/65358f07-6b38-4e58-b6dc-1d287b11b90e/ENCFF884EEG.bam	low replicate concordance		
ENCFF011JJG	bam	bam		alignments	GRCh38	ENCSR663WGC	polyA plus RNA-seq	CL:0000134	mesenchymal stem cell	in vitro differentiated cells	Homo sapiens											polyadenylated mRNA					strand-specific	2013-07-31	Roadmap				1	1_1							/files/ENCFF094XOG/, /files/ENCFF608QEG/, /files/ENCFF742NER/	34281568810	ENCODE Processing Pipeline	3b5343d29b9eea2b1d46919c699df36e		https://www.encodeproject.org/files/ENCFF011JJG/@@download/ENCFF011JJG.bam	V24			released	s3://encode-public/2017/11/13/dd0c6905-1dcf-4a9d-bfa8-bca27f7758f8/ENCFF011JJG.bam			
ENCFF144CJL	bam	bam		alignments	GRCh38	ENCSR294NDO	polyA plus RNA-seq	CL:0000746	cardiac muscle cell	in vitro differentiated cells	Homo sapiens											polyadenylated mRNA		Ambion mirVana				2016-05-03	ENCODE				2	2_1							/files/ENCFF335BVH/, /files/ENCFF742NER/	4858707877	ENCODE Processing Pipeline	a5428724fb55d3eed2538bd23fff1624		https://www.encodeproject.org/files/ENCFF144CJL/@@download/ENCFF144CJL.bam	V24			released	s3://encode-public/2016/05/02/76a07403-b29d-4f79-b79c-a333da2584be/ENCFF144CJL.bam			
ENCFF926QAO	bam	bam		alignments	GRCh38	ENCSR294NDO	polyA plus RNA-seq	CL:0000746	cardiac muscle cell	in vitro differentiated cells	Homo sapiens											polyadenylated mRNA		Ambion mirVana				2016-05-03	ENCODE				1	1_1							/files/ENCFF852LNM/, /files/ENCFF742NER/	4478248776	ENCODE Processing Pipeline	37d917abcaa79e09e5fa05efe221063d		https://www.encodeproject.org/files/ENCFF926QAO/@@download/ENCFF926QAO.bam	V24			released	s3://encode-public/2016/05/02/ebda8ef7-c74e-48ab-867c-1ef1efd72458/ENCFF926QAO.bam			
ENCFF537NDA	bam	bam		alignments	GRCh38	ENCSR330UMQ	total RNA-seq	UBERON:0002106	spleen	tissue	Homo sapiens											RNA	rRNA				strand-specific	2016-05-03	ENCODE				1	1_1							/files/ENCFF743QDT/, /files/ENCFF567ORO/, /files/ENCFF742NER/	9658041416	ENCODE Processing Pipeline	02181ac07d210d87c2515fa99784fe0c		https://www.encodeproject.org/files/ENCFF537NDA/@@download/ENCFF537NDA.bam	V24			released	s3://encode-public/2016/05/02/5d15f683-4db9-4603-a2cc-365d9f04f666/ENCFF537NDA.bam			
ENCFF594JMI	bam	bam		alignments	GRCh38	ENCSR330UMQ	total RNA-seq	UBERON:0002106	spleen	tissue	Homo sapiens											RNA	rRNA				strand-specific	2016-05-03	ENCODE				1	1_1							/files/ENCFF567ORO/, /files/ENCFF743QDT/, /files/ENCFF598IDH/	9658113888	ENCODE Processing Pipeline	e20855abb64eb4d97bfb9a527f6d3298		https://www.encodeproject.org/files/ENCFF594JMI/@@download/ENCFF594JMI.bam	V29			released	s3://encode-public/2020/07/14/1eed3a49-8970-4857-a3cf-6eed757d393d/ENCFF594JMI.bam			
ENCFF023ZHK	bam	bam		alignments	GRCh38	ENCSR900SGE	total RNA-seq	UBERON:0002106	spleen	tissue	Homo sapiens											RNA	rRNA				strand-specific	2016-05-03	ENCODE				1	1_1							/files/ENCFF125CWM/, /files/ENCFF808HOD/, /files/ENCFF742NER/	10051848020	ENCODE Processing Pipeline	f5c79ad46dab14d54762d0f1f4ea29f4		https://www.encodeproject.org/files/ENCFF023ZHK/@@download/ENCFF023ZHK.bam	V24			released	s3://encode-public/2016/05/02/5d089dc9-55ac-4edd-b47b-475be22d35ab/ENCFF023ZHK.bam			
ENCFF171ROO	bam	bam		alignments	GRCh38	ENCSR900SGE	total RNA-seq	UBERON:0002106	spleen	tissue	Homo sapiens											RNA	rRNA				strand-specific	2016-05-03	ENCODE				1	1_1							/files/ENCFF598IDH/, /files/ENCFF125CWM/, /files/ENCFF808HOD/	10051725607	ENCODE Processing Pipeline	ea4ab893b16f584c4567de78d67ca51f		https://www.encodeproject.org/files/ENCFF171ROO/@@download/ENCFF171ROO.bam	V29			released	s3://encode-public/2020/07/14/6b7eaab1-33d9-47b7-a116-c2490fed2372/ENCFF171ROO.bam			
ENCFF944EQM	bam	bam		alignments	GRCh38	ENCSR917CQJ	small RNA-seq	UBERON:0002106	spleen	tissue	Homo sapiens											RNA	rRNA				strand-specific	2016-05-03	ENCODE				1	1_1							/files/ENCFF015UJX/, /files/ENCFF426MTM/	3623666036	ENCODE Processing Pipeline	6c9351373744078989552b7ecf7852da		https://www.encodeproject.org/files/ENCFF944EQM/@@download/ENCFF944EQM.bam	V24			released	s3://encode-public/2016/05/02/8a47b4d5-5532-45b0-a2a9-3da045b2d910/ENCFF944EQM.bam			
ENCFF679IPE	bam	bam		alignments	GRCh38	ENCSR292TAP	polyA plus RNA-seq	CL:0002319	neural cell	in vitro differentiated cells	Homo sapiens											polyadenylated mRNA	rRNA				strand-specific	2014-06-30	ENCODE				1	1_1							/files/ENCFF002BEG/, /files/ENCFF002BEF/, /files/ENCFF742NER/	7238911063	ENCODE Processing Pipeline	3e4e741eb687713d977d4d36b71a9943		https://www.encodeproject.org/files/ENCFF679IPE/@@download/ENCFF679IPE.bam	V24			released	s3://encode-public/2016/02/26/98cdafaa-5b94-4f57-a4d2-ce1c81016639/ENCFF679IPE.bam			
ENCFF309BMG	bam	bam		alignments	GRCh38	ENCSR292TAP	polyA plus RNA-seq	CL:0002319	neural cell	in vitro differentiated cells	Homo sapiens											polyadenylated mRNA	rRNA				strand-specific	2014-06-30	ENCODE				2	2_1							/files/ENCFF002BEC/, /files/ENCFF002BEB/, /files/ENCFF742NER/	6654452334	ENCODE Processing Pipeline	2bd65df6e0a79eeca89867da59c07374		https://www.encodeproject.org/files/ENCFF309BMG/@@download/ENCFF309BMG.bam	V24			released	s3://encode-public/2016/02/26/86dc664c-770a-468f-a4f0-0c6414c81843/ENCFF309BMG.bam			
ENCFF324QEG	bam	bam		alignments	GRCh38	ENCSR307FBN	small RNA-seq	UBERON:0002106	spleen	tissue	Homo sapiens											RNA	rRNA				strand-specific	2016-05-03	ENCODE				1	1_1							/files/ENCFF534JKI/, /files/ENCFF426MTM/	3901962413	ENCODE Processing Pipeline	5727897d362431813c92203938b31b55		https://www.encodeproject.org/files/ENCFF324QEG/@@download/ENCFF324QEG.bam	V24			released	s3://encode-public/2016/05/02/da75ee51-d2ba-4207-b8d6-ce6258dcde24/ENCFF324QEG.bam			
ENCFF337ZCE	bam	bam		alignments	GRCh38	ENCSR000CPL	polyA plus RNA-seq	CL:0000312	keratinocyte	primary cell	Homo sapiens											polyadenylated mRNA	rRNA				strand-specific	2011-10-17	ENCODE				1	1_1							/files/ENCFF000IAG/, /files/ENCFF000HZQ/, /files/ENCFF742NER/	23602840356	ENCODE Processing Pipeline	de3a71c15e4c9d4ab8890b13606ca98b		https://www.encodeproject.org/files/ENCFF337ZCE/@@download/ENCFF337ZCE.bam	V24			released	s3://encode-public/2016/02/29/da127e17-6b1e-4910-8310-1b2707a55cc7/ENCFF337ZCE.bam			
ENCFF930VVS	bam	bam		alignments	GRCh38	ENCSR000CPL	polyA plus RNA-seq	CL:0000312	keratinocyte	primary cell	Homo sapiens											polyadenylated mRNA	rRNA				strand-specific	2011-10-17	ENCODE				2	2_1							/files/ENCFF000IAJ/, /files/ENCFF000HZR/, /files/ENCFF742NER/	22666803448	ENCODE Processing Pipeline	aaec9ffc774fa80dac66e3c84e3b19c8		https://www.encodeproject.org/files/ENCFF930VVS/@@download/ENCFF930VVS.bam	V24			released	s3://encode-public/2016/02/29/4397511d-1397-4a0d-aa01-a8a162870b8e/ENCFF930VVS.bam			
ENCFF308NAL	bam	bam		alignments	GRCh38	ENCSR000CPL	polyA plus RNA-seq	CL:0000312	keratinocyte	primary cell	Homo sapiens											polyadenylated mRNA	rRNA				strand-specific	2011-10-17	ENCODE				5	5_1							/files/ENCFF000IBZ/, /files/ENCFF000IAH/, /files/ENCFF742NER/	19660447063	ENCODE Processing Pipeline	0eefee034b79111a23fbbc8027ad41b7		https://www.encodeproject.org/files/ENCFF308NAL/@@download/ENCFF308NAL.bam	V24			released	s3://encode-public/2016/02/29/8fa8b1af-0cd4-4eed-bdd1-c1aaa56ab6e6/ENCFF308NAL.bam			
