ENCFF190SSF	bam	bam		alignments	GRCh38	ENCSR000ANH	Histone ChIP-seq	CL:0000515	skeletal muscle myoblast	primary cell	Homo sapiens										H3K36me3-human	DNA						2011-02-10	ENCODE				2	2_1		36					/files/ENCFF643CGH/, /files/ENCFF000BLU/	826589546	ENCODE Processing Pipeline	352141759f0627e8dbeea7bc1ee46115		https://www.encodeproject.org/files/ENCFF190SSF/@@download/ENCFF190SSF.bam				released	s3://encode-public/2016/11/07/604b5e79-d553-47c0-8d0e-fc6f27d8daf7/ENCFF190SSF.bam	low read length	control insufficient read depth, insufficient read depth	
ENCFF191KCZ	bam	bam		alignments	GRCh38	ENCSR714KGG	Histone ChIP-seq	CL:0002319	neural cell	in vitro differentiated cells	Homo sapiens										H3K36me3-human	DNA						2014-07-11	ENCODE				1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF002AWW/	1430678907	ENCODE Processing Pipeline	873f247584e42beb9b4af14ea480b901		https://www.encodeproject.org/files/ENCFF191KCZ/@@download/ENCFF191KCZ.bam				released	s3://encode-public/2016/10/19/86f674f5-5445-4233-8d2d-3c688bebdb35/ENCFF191KCZ.bam	antibody characterized with exemption, mild to moderate bottlenecking, low read length, moderate library complexity	insufficient read depth	
ENCFF194DXN	bam	bam		alignments	GRCh38	ENCSR573CWZ	Histone ChIP-seq	CL:0011020	neural progenitor cell	in vitro differentiated cells	Homo sapiens										H3K36me3-human	DNA						2016-11-14	ENCODE				1	1_1		76					/files/ENCFF028XTC/, /files/ENCFF643CGH/, /files/ENCFF931HVH/, /files/ENCFF814YHM/	3498226989	ENCODE Processing Pipeline	e7a6a10c32f8c81d0d0d0812a2e35a46		https://www.encodeproject.org/files/ENCFF194DXN/@@download/ENCFF194DXN.bam				released	s3://encode-public/2016/11/11/e121bbd0-f8de-4db9-a0b6-fdc6e416047a/ENCFF194DXN.bam			
ENCFF202EUA	bam	bam		alignments	GRCh38	ENCSR161FEJ	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27me3-human	DNA						2016-11-03	ENCODE				1	1_1		76					/files/ENCFF281HIS/, /files/ENCFF614UNC/, /files/ENCFF643CGH/	2189557896	ENCODE Processing Pipeline	d415785f9e8fc4ff825f9fcc5fb93c10		https://www.encodeproject.org/files/ENCFF202EUA/@@download/ENCFF202EUA.bam				archived	s3://encode-public/2016/10/31/eac2fe10-befb-4328-84ea-49e5cd304ecb/ENCFF202EUA.bam	inconsistent platforms		
ENCFF204EVH	bam	bam		alignments	GRCh38	ENCSR000ANB	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K36me3-human	DNA						2011-02-10	ENCODE				2	2_2		36					/files/ENCFF643CGH/, /files/ENCFF000AXH/	505104620	ENCODE Processing Pipeline	49e5b578351fbbba29ef3683ae6aea8b		https://www.encodeproject.org/files/ENCFF204EVH/@@download/ENCFF204EVH.bam				released	s3://encode-public/2016/11/13/bd648574-42a2-4fad-a653-36eb0f08f3fe/ENCFF204EVH.bam	low read length, inconsistent platforms	insufficient read depth	
ENCFF206UNV	bam	bam		alignments	GRCh38	ENCSR274OIJ	Histone ChIP-seq	CL:0011020	neural progenitor cell	in vitro differentiated cells	Homo sapiens										H3K4me1-human	DNA						2016-11-14	ENCODE				2	2_1, 2_2		74					/files/ENCFF643CGH/, /files/ENCFF357QYZ/, /files/ENCFF026PPO/, /files/ENCFF915YIM/, /files/ENCFF806DZD/, /files/ENCFF415FCB/	5293397353	ENCODE Processing Pipeline	4c94ea49f637fee575caa0c0273a8302		https://www.encodeproject.org/files/ENCFF206UNV/@@download/ENCFF206UNV.bam				released	s3://encode-public/2016/11/11/91766dea-5e20-449b-af3f-57a04fad11e9/ENCFF206UNV.bam	mixed run types		
ENCFF219YIY	bam	bam		alignments	GRCh38	ENCSR139PIA	Histone ChIP-seq	CL:0011020	neural progenitor cell	in vitro differentiated cells	Homo sapiens										H3K27me3-human	DNA						2016-06-14	ENCODE				2	2_1							/files/ENCFF643CGH/, /files/ENCFF731UMJ/	2861083933	ENCODE Processing Pipeline	d9f394492a71e670d74d53d1582c36f3		https://www.encodeproject.org/files/ENCFF219YIY/@@download/ENCFF219YIY.bam				released	s3://encode-public/2016/06/14/48acec4e-741e-4fc8-b92d-0c64d6c97538/ENCFF219YIY.bam	mild to moderate bottlenecking, moderate library complexity		
ENCFF224OZC	bam	bam		alignments	GRCh38	ENCSR661MUS	Histone ChIP-seq	CL:0011020	neural progenitor cell	in vitro differentiated cells	Homo sapiens										H3K4me3-human	DNA						2016-06-14	ENCODE				1	1_1, 1_2							/files/ENCFF643CGH/, /files/ENCFF236HBR/, /files/ENCFF117GAU/	2559137849	ENCODE Processing Pipeline	f5b2421a62fd7e3211f2ea45ee3da052		https://www.encodeproject.org/files/ENCFF224OZC/@@download/ENCFF224OZC.bam				released	s3://encode-public/2016/06/14/66576c15-8169-4c2b-a64b-53798cd47077/ENCFF224OZC.bam			
ENCFF229KGO	bam	bam		alignments	GRCh38	ENCSR659RJP	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K4me1-human	DNA						2016-11-03	ENCODE				1	1_1		76					/files/ENCFF354IUU/, /files/ENCFF684TPG/, /files/ENCFF643CGH/	2501413040	ENCODE Processing Pipeline	bd33ff93db02b73058f45ff8605c6372		https://www.encodeproject.org/files/ENCFF229KGO/@@download/ENCFF229KGO.bam				archived	s3://encode-public/2016/10/31/be29fcd8-0c69-4467-abd4-8bc7fac53754/ENCFF229KGO.bam	inconsistent platforms		
ENCFF231QUC	bam	bam		alignments	GRCh38	ENCSR659RJP	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K4me1-human	DNA						2016-11-03	ENCODE				1	1_1, 1_2		76					/files/ENCFF354IUU/, /files/ENCFF684TPG/, /files/ENCFF506RPP/, /files/ENCFF643CGH/, /files/ENCFF531LXZ/	4512585253	ENCODE Processing Pipeline	54296092a471fe7ee58f4add0af646f0		https://www.encodeproject.org/files/ENCFF231QUC/@@download/ENCFF231QUC.bam				released	s3://encode-public/2019/09/03/f1dc7d31-26f3-4876-bc5e-78aaf66e09a8/ENCFF231QUC.bam	inconsistent platforms		
ENCFF232HUV	bam	bam		alignments	GRCh38	ENCSR000ANG	Histone ChIP-seq	CL:0000515	skeletal muscle myoblast	primary cell	Homo sapiens										H3K27me3-human	DNA						2011-02-10	ENCODE				1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF000BLO/	318421310	ENCODE Processing Pipeline	45e9665477d73ce64cee50053f8701b0		https://www.encodeproject.org/files/ENCFF232HUV/@@download/ENCFF232HUV.bam				released	s3://encode-public/2016/11/07/156df689-dd36-4277-bb19-2a7390c0847a/ENCFF232HUV.bam	low read length	control insufficient read depth, insufficient read depth	
ENCFF238SQN	bam	bam		alignments	GRCh38	ENCSR000ANP	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE				1	1_1		36					/files/ENCFF000AWR/, /files/ENCFF643CGH/	659410985	ENCODE Processing Pipeline	95498ac581a3251fc8fc08c079e7d390		https://www.encodeproject.org/files/ENCFF238SQN/@@download/ENCFF238SQN.bam				released	s3://encode-public/2016/11/13/354b7800-40ca-41e6-96ef-9cb17ba08ad1/ENCFF238SQN.bam	low read length, inconsistent platforms, low read depth		
ENCFF242PAC	bam	bam		alignments	GRCh38	ENCSR000ANP	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE				2	2_2		36					/files/ENCFF643CGH/, /files/ENCFF000AWV/	591494676	ENCODE Processing Pipeline	98f0f2ae270a0922a41da29b09a81abb		https://www.encodeproject.org/files/ENCFF242PAC/@@download/ENCFF242PAC.bam				released	s3://encode-public/2016/11/13/b4384880-d50f-4438-8bce-d8a2bfe3755e/ENCFF242PAC.bam	low read length, inconsistent platforms, low read depth		
ENCFF247BVI	bam	bam		alignments	GRCh38	ENCSR000ANB	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K36me3-human	DNA						2011-02-10	ENCODE				1	1_1		36					/files/ENCFF000AXG/, /files/ENCFF643CGH/	498205708	ENCODE Processing Pipeline	14196cbc4f78f93bfe328a33861f8830		https://www.encodeproject.org/files/ENCFF247BVI/@@download/ENCFF247BVI.bam				released	s3://encode-public/2016/11/13/d96f4cec-14e1-4c7e-9542-2f4854b237e7/ENCFF247BVI.bam	low read length, inconsistent platforms	insufficient read depth	
ENCFF262WSA	bam	bam		alignments	GRCh38	ENCSR814XPE	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K4me3-human	DNA						2016-11-08	ENCODE				2	2_1, 2_2		36					/files/ENCFF813UAU/, /files/ENCFF643CGH/, /files/ENCFF654NIP/	1541192692	ENCODE Processing Pipeline	94f0e09c83106f48fb5f6e8fc867cce5		https://www.encodeproject.org/files/ENCFF262WSA/@@download/ENCFF262WSA.bam				released	s3://encode-public/2016/10/29/6ea268bc-a033-48b0-8673-fddbad2f3d46/ENCFF262WSA.bam	mild to moderate bottlenecking, low read length		
ENCFF270IOE	bam	bam		alignments	GRCh38	ENCSR000ALU	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K27me3-human	DNA						2011-02-10	ENCODE				1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF000AWX/	188880238	ENCODE Processing Pipeline	9f10f8f7e8ceb12cce1c594f76b1ee82		https://www.encodeproject.org/files/ENCFF270IOE/@@download/ENCFF270IOE.bam				released	s3://encode-public/2016/11/13/19896d90-b93f-4895-ba74-8b0c98b8091d/ENCFF270IOE.bam	low read length, inconsistent platforms	insufficient read depth	extremely low read depth
ENCFF271DHX	bam	bam		alignments	GRCh38	ENCSR276OLB	Histone ChIP-seq	CL:0000746	cardiac muscle cell	in vitro differentiated cells	Homo sapiens										H3K4me1-human	DNA						2017-01-05	ENCODE				2	2_1		76					/files/ENCFF643CGH/, /files/ENCFF784FGJ/, /files/ENCFF002NBE/, /files/ENCFF109CIF/, /files/ENCFF738LVV/, /files/ENCFF078OYE/, /files/ENCFF744FRZ/	2228838849	ENCODE Processing Pipeline	5cc68fb4a655734bc9738b1a37e5ce10		https://www.encodeproject.org/files/ENCFF271DHX/@@download/ENCFF271DHX.bam				released	s3://encode-public/2016/11/04/e4c05da7-e33d-4a20-834b-2751b9216c45/ENCFF271DHX.bam	mild to moderate bottlenecking, mixed run types, control low read depth, low read depth		
ENCFF272YBU	bam	bam		alignments	GRCh38	ENCSR814XPE	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K4me3-human	DNA						2016-11-08	ENCODE				3	3_1		36					/files/ENCFF643CGH/, /files/ENCFF799NXK/	1537545409	ENCODE Processing Pipeline	250e8243fa227713d8dd8ffe3ec598c1		https://www.encodeproject.org/files/ENCFF272YBU/@@download/ENCFF272YBU.bam				archived	s3://encode-public/2016/10/29/7152d694-acd3-42b6-ae8c-51676c3aedb4/ENCFF272YBU.bam	mild to moderate bottlenecking, low read length		
ENCFF279VAP	bam	bam		alignments	GRCh38	ENCSR105URN	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K9me3-human	DNA						2016-11-03	ENCODE				1	1_1, 1_2		76					/files/ENCFF643CGH/, /files/ENCFF247WRE/, /files/ENCFF240JBX/, /files/ENCFF226KAM/, /files/ENCFF044RKK/, /files/ENCFF789JIH/, /files/ENCFF931VOQ/	3225168115	ENCODE Processing Pipeline	1f7ccda15889a2d2a10766f8713a62de		https://www.encodeproject.org/files/ENCFF279VAP/@@download/ENCFF279VAP.bam				released	s3://encode-public/2019/08/30/3c630f11-0c69-487c-817c-63484c0a88b7/ENCFF279VAP.bam	inconsistent platforms		
ENCFF288TWC	bam	bam		alignments	GRCh38	ENCSR654VRX	Histone ChIP-seq	CL:0002319	neural cell	in vitro differentiated cells	Homo sapiens										H3K27me3-human	DNA						2014-07-11	ENCODE				2	2_1		36					/files/ENCFF002BBD/, /files/ENCFF643CGH/	1247316419	ENCODE Processing Pipeline	69dc334a54ac6decb9992463100d8329		https://www.encodeproject.org/files/ENCFF288TWC/@@download/ENCFF288TWC.bam				released	s3://encode-public/2016/10/19/bb3f904a-fbcb-48d1-a286-5d70158cb04a/ENCFF288TWC.bam	low read depth, mild to moderate bottlenecking, low read length, moderate library complexity	insufficient read depth	
ENCFF289QOL	bam	bam		alignments	GRCh38	ENCSR726HTS	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27ac-human	DNA						2016-11-03	ENCODE				1	1_1		76					/files/ENCFF643CGH/, /files/ENCFF234GKO/, /files/ENCFF451NBT/	1837934597	ENCODE Processing Pipeline	a5411b1116c74513b895d0f306019c4b		https://www.encodeproject.org/files/ENCFF289QOL/@@download/ENCFF289QOL.bam				archived	s3://encode-public/2016/10/31/7ac0557c-a3c8-45d2-bb1c-24e4df1d58c3/ENCFF289QOL.bam	mild to moderate bottlenecking, inconsistent platforms		
ENCFF290TMA	bam	bam		alignments	GRCh38	ENCSR726HTS	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27ac-human	DNA						2016-11-03	ENCODE				2	2_1, 2_2		76					/files/ENCFF793WPL/, /files/ENCFF643CGH/, /files/ENCFF069LYC/, /files/ENCFF894ZNZ/, /files/ENCFF030XCQ/, /files/ENCFF674BQL/, /files/ENCFF023RKK/, /files/ENCFF132QCA/, /files/ENCFF824EOS/	1879425130	ENCODE Processing Pipeline	02b918c5b257e8f29fffbe1421521eaf		https://www.encodeproject.org/files/ENCFF290TMA/@@download/ENCFF290TMA.bam				released	s3://encode-public/2019/08/30/4689b654-9561-456c-8eb3-73d165c0a8f5/ENCFF290TMA.bam	mild to moderate bottlenecking, inconsistent platforms		
ENCFF299PQR	bam	bam		alignments	GRCh38	ENCSR589TCU	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K36me3-human	DNA						2016-11-03	ENCODE				2	2_1, 2_2		76					/files/ENCFF643CGH/, /files/ENCFF312NJU/, /files/ENCFF493VBS/, /files/ENCFF818BCM/, /files/ENCFF045HMN/, /files/ENCFF462AMF/, /files/ENCFF976CAZ/, /files/ENCFF944XGP/, /files/ENCFF623VKC/	2562224121	ENCODE Processing Pipeline	ae300a814645a64a05e2a740da5dc516		https://www.encodeproject.org/files/ENCFF299PQR/@@download/ENCFF299PQR.bam				released	s3://encode-public/2019/08/30/fb8acdd9-b0d4-4de9-ac9a-669b01aa3ab4/ENCFF299PQR.bam	inconsistent platforms		
ENCFF324SDG	bam	bam		alignments	GRCh38	ENCSR000NPF	Histone ChIP-seq	CL:0000746	cardiac muscle cell	in vitro differentiated cells	Homo sapiens										H3K27ac-human	DNA						2016-11-12	ENCODE				2	2_1		76					/files/ENCFF643CGH/, /files/ENCFF299TZK/, /files/ENCFF402UQN/, /files/ENCFF340KQN/, /files/ENCFF577YKS/, /files/ENCFF366LCI/, /files/ENCFF478OZK/	2884728470	ENCODE Processing Pipeline	a7c44b14c06c31d29c98d2987f357484		https://www.encodeproject.org/files/ENCFF324SDG/@@download/ENCFF324SDG.bam				released	s3://encode-public/2016/11/04/c690c5e7-645d-4ab0-beb7-57f8cbf6ea69/ENCFF324SDG.bam			
ENCFF361NDN	bam	bam		alignments	GRCh38	ENCSR197QDK	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K4me3-human	DNA						2016-11-03	ENCODE				2	2_1, 2_2		76					/files/ENCFF643CGH/, /files/ENCFF139TVZ/, /files/ENCFF879CMV/, /files/ENCFF753BLY/, /files/ENCFF936IUQ/, /files/ENCFF049TVN/, /files/ENCFF667WJR/, /files/ENCFF008UDR/, /files/ENCFF431XCF/	1629128527	ENCODE Processing Pipeline	3cbd46ec77b993ae71b2e34fba6fb121		https://www.encodeproject.org/files/ENCFF361NDN/@@download/ENCFF361NDN.bam				released	s3://encode-public/2019/09/03/e88d4b41-2bed-48c7-a26f-ad62c42fb65b/ENCFF361NDN.bam	mild to moderate bottlenecking, inconsistent platforms, moderate library complexity		
ENCFF367QMB	bam	bam		alignments	GRCh38	ENCSR091IRL	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K9me3-human	DNA						2019-09-11	ENCODE				1	1_1, 1_2		76					/files/ENCFF935CTO/, /files/ENCFF567DPF/, /files/ENCFF397LQS/, /files/ENCFF714VWU/, /files/ENCFF643CGH/	3283473308	ENCODE Processing Pipeline	8e0e3862cd70b7c59be6ae4aeeedaffc		https://www.encodeproject.org/files/ENCFF367QMB/@@download/ENCFF367QMB.bam				released	s3://encode-public/2019/06/12/30ac409b-7f90-4287-95ae-aa8008ca840f/ENCFF367QMB.bam	inconsistent platforms		
ENCFF384ONP	bam	bam		alignments	GRCh38	ENCSR928BGP	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K4me1-human	DNA						2019-09-11	ENCODE				1	1_1, 1_2		76					/files/ENCFF963TVU/, /files/ENCFF803XJL/, /files/ENCFF643CGH/, /files/ENCFF310LIA/, /files/ENCFF561PXV/	5272443327	ENCODE Processing Pipeline	72fb3f73056280de630061226a0bdc15		https://www.encodeproject.org/files/ENCFF384ONP/@@download/ENCFF384ONP.bam				released	s3://encode-public/2019/06/12/99c24763-010d-48fa-88ed-1a27f6e3f3b0/ENCFF384ONP.bam	inconsistent platforms		
ENCFF385LTM	bam	bam		alignments	GRCh38	ENCSR000ANK	Histone ChIP-seq	CL:0000515	skeletal muscle myoblast	primary cell	Homo sapiens										H3K4me3-human	DNA						2011-02-10	ENCODE				2	2_1		36					/files/ENCFF000BML/, /files/ENCFF643CGH/	345443633	ENCODE Processing Pipeline	bf0ba403ad2b5b780016f8ead54a3a68		https://www.encodeproject.org/files/ENCFF385LTM/@@download/ENCFF385LTM.bam				released	s3://encode-public/2016/08/20/ce82d38d-e9f9-453e-9fde-13521adf0325/ENCFF385LTM.bam	low read length, control low read depth	insufficient read depth	
ENCFF396LLO	bam	bam		alignments	GRCh38	ENCSR426VHO	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27ac-human	DNA						2019-09-11	ENCODE				1	1_1, 1_2		76					/files/ENCFF206CBY/, /files/ENCFF287OKD/, /files/ENCFF845LXK/, /files/ENCFF643CGH/, /files/ENCFF537VQM/	2899260530	ENCODE Processing Pipeline	483b291c9af4a48d66d94226dc0e30c5		https://www.encodeproject.org/files/ENCFF396LLO/@@download/ENCFF396LLO.bam				released	s3://encode-public/2019/06/12/eb6b4f4e-6323-4d53-97af-4629c5423d15/ENCFF396LLO.bam	mild to moderate bottlenecking, inconsistent platforms		
ENCFF398NAP	bam	bam		alignments	GRCh38	ENCSR928BGP	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K4me1-human	DNA						2019-09-11	ENCODE				2	2_1, 2_2		76					/files/ENCFF931HXM/, /files/ENCFF643CGH/, /files/ENCFF255NTL/, /files/ENCFF628NEM/, /files/ENCFF256ZDS/, /files/ENCFF939IRO/, /files/ENCFF523NEP/, /files/ENCFF876EJJ/, /files/ENCFF465GDE/, /files/ENCFF835UBU/, /files/ENCFF443ISP/	2723415077	ENCODE Processing Pipeline	586f0db080075b803602258ed4b7ffad		https://www.encodeproject.org/files/ENCFF398NAP/@@download/ENCFF398NAP.bam				released	s3://encode-public/2019/08/28/419bb0a4-40dd-4d99-91be-01c23095a5fb/ENCFF398NAP.bam	inconsistent platforms		
ENCFF398VYS	bam	bam		alignments	GRCh38	ENCSR000ARN	Histone ChIP-seq	CL:0000312	keratinocyte	primary cell	Homo sapiens										H3K9me3-human	DNA						2012-03-06	ENCODE				1	1_1		36					/files/ENCFF643CGH/, /files/ENCFF000CND/	1181974910	ENCODE Processing Pipeline	812d9ee5a87908e2e466f7bcbf4d04b5		https://www.encodeproject.org/files/ENCFF398VYS/@@download/ENCFF398VYS.bam				released	s3://encode-public/2016/11/07/d8621f7c-854e-4445-809e-a505a008b41f/ENCFF398VYS.bam	low read length, low read depth	control insufficient read depth	
ENCFF399WFF	bam	bam		alignments	GRCh38	ENCSR426VHO	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27ac-human	DNA						2019-09-11	ENCODE				2	2_1, 2_2		76					/files/ENCFF643CGH/, /files/ENCFF989KCU/, /files/ENCFF832LFB/, /files/ENCFF055HTK/, /files/ENCFF545NBT/, /files/ENCFF742JGZ/, /files/ENCFF061MTL/, /files/ENCFF419CCZ/, /files/ENCFF990BNJ/	2223261714	ENCODE Processing Pipeline	afe8bd20b6840bfa9dc350c1678b76e4		https://www.encodeproject.org/files/ENCFF399WFF/@@download/ENCFF399WFF.bam				released	s3://encode-public/2019/08/28/5bb43a41-a77a-4c8a-8142-d052c7e7e5a5/ENCFF399WFF.bam	mild to moderate bottlenecking, inconsistent platforms		
