File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF027NPI	bed narrowPeak	bed	narrowPeak	pseudo-replicated peaks	GRCh38	ENCSR221ZRM	Histone ChIP-seq	UBERON:0000088	trophoblast	tissue	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF152BMI/	1057264	ENCODE Processing Pipeline	8845c4fd0909b36e6df7a888f7a59c44		https://www.encodeproject.org/files/ENCFF027NPI/@@download/ENCFF027NPI.bed.gz				released	s3://encode-public/2017/11/28/43fa8d6b-e800-4007-9cc0-933ca83ba9c7/ENCFF027NPI.bed.gz		insufficient read depth, control insufficient read depth	missing antibody
ENCFF045CUG	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR880SUY	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1, 2	1_2, 2_1							/files/ENCFF714VTU/, /files/ENCFF494YJS/, /files/ENCFF592GUQ/	1659844	ENCODE Processing Pipeline	7da6ada83c8480d07cb8d8546d9544ae		https://www.encodeproject.org/files/ENCFF045CUG/@@download/ENCFF045CUG.bed.gz				released	s3://encode-public/2017/03/25/2a407c57-bb19-4a03-96c6-ee00c2b48496/ENCFF045CUG.bed.gz	mixed read lengths, control low read depth, low read length, low read depth, inconsistent platforms	insufficient read depth, insufficient read length	
ENCFF093YFN	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR476KTK	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF367FNY/, /files/ENCFF003AAI/, /files/ENCFF372GQT/	3756757	ENCODE Processing Pipeline	5da06df6757da36c36f5d953deade08a		https://www.encodeproject.org/files/ENCFF093YFN/@@download/ENCFF093YFN.bed.gz				released	s3://encode-public/2017/02/15/7d8eb26e-1b3a-4a83-91de-63ba54124a70/ENCFF093YFN.bed.gz	moderate library complexity, low read length, mild to moderate bottlenecking	insufficient read depth, control insufficient read depth	
ENCFF411ESN	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR928HYM	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1, 2	1_2, 2_1							/files/ENCFF123SZU/, /files/ENCFF408PUX/, /files/ENCFF810VGL/	870766	ENCODE Processing Pipeline	0135aad0d23c2434304d7a56bb247a00		https://www.encodeproject.org/files/ENCFF411ESN/@@download/ENCFF411ESN.bed.gz				released	s3://encode-public/2017/04/15/076a05cc-727a-446d-b276-ddf0caed980d/ENCFF411ESN.bed.gz	mild to moderate bottlenecking, low read length, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF493PZU	bed narrowPeak	bed	narrowPeak	pseudo-replicated peaks	GRCh38	ENCSR746MTU	Histone ChIP-seq	UBERON:0000088	trophoblast	tissue	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF350REB/	2138435	ENCODE Processing Pipeline	2e6f57cc1a6fed7b2394512373926bcb		https://www.encodeproject.org/files/ENCFF493PZU/@@download/ENCFF493PZU.bed.gz				released	s3://encode-public/2017/11/28/f84ffc77-1343-46bf-8c85-f65ba4d6826f/ENCFF493PZU.bed.gz		insufficient read depth, control insufficient read depth	missing antibody
ENCFF740AIH	bed narrowPeak	bed	narrowPeak	pseudo-replicated peaks	GRCh38	ENCSR495OEG	Histone ChIP-seq	UBERON:0000088	trophoblast	tissue	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF747ALD/	719523	ENCODE Processing Pipeline	48bfa107cf1a26a97fa252bf169af257		https://www.encodeproject.org/files/ENCFF740AIH/@@download/ENCFF740AIH.bed.gz				released	s3://encode-public/2017/11/28/8980b014-2649-4420-8ed3-36fae30b921e/ENCFF740AIH.bed.gz		insufficient read depth, control insufficient read depth	missing antibody
ENCFF584XPR	bed narrowPeak	bed	narrowPeak	pseudo-replicated peaks	GRCh38	ENCSR482KJD	Histone ChIP-seq	UBERON:0000088	trophoblast	tissue	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF728BUK/	1816340	ENCODE Processing Pipeline	3e5a72fa0d393bd03cab07ab26def029		https://www.encodeproject.org/files/ENCFF584XPR/@@download/ENCFF584XPR.bed.gz				released	s3://encode-public/2017/11/28/5e967aff-c5d8-4d64-b915-4a9a92750eff/ENCFF584XPR.bed.gz		insufficient read depth, control insufficient read depth	missing antibody
ENCFF084QDP	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR216OGD	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF144NQN/, /files/ENCFF993VEV/, /files/ENCFF099UJM/	587190	ENCODE Processing Pipeline	5c307e315624e6cc59a1722e5f3703c6		https://www.encodeproject.org/files/ENCFF084QDP/@@download/ENCFF084QDP.bed.gz				released	s3://encode-public/2017/02/16/2849a54a-0cab-442f-b570-c5e535c66ca4/ENCFF084QDP.bed.gz	low read length, mixed read lengths	insufficient read depth, control insufficient read depth	
ENCFF972AZZ	bed narrowPeak	bed	narrowPeak	pseudo-replicated peaks	GRCh38	ENCSR507SRD	Histone ChIP-seq	UBERON:0000088	trophoblast	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF498LTH/	1572954	ENCODE Processing Pipeline	a477b4eba803c68d559fa5ad64f76387		https://www.encodeproject.org/files/ENCFF972AZZ/@@download/ENCFF972AZZ.bed.gz				released	s3://encode-public/2017/11/28/610dbeab-b727-46d6-b6f4-87091e7780fc/ENCFF972AZZ.bed.gz			missing antibody
ENCFF348GGB	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR883AQJ	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1, 3	1_2, 3_1, 3_2							/files/ENCFF798WNB/, /files/ENCFF265QFM/, /files/ENCFF955DWU/	1660220	ENCODE Processing Pipeline	8ceb88b1436fa6841df6f24d0488ab0f		https://www.encodeproject.org/files/ENCFF348GGB/@@download/ENCFF348GGB.bed.gz				released	s3://encode-public/2017/12/08/6c074e12-6959-44f9-aeb2-fbe5809f4d2b/ENCFF348GGB.bed.gz	moderate library complexity, low read length, inconsistent platforms, mild to moderate bottlenecking	insufficient read depth, control insufficient read depth	
ENCFF736WAN	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR925LJZ	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF026DUL/, /files/ENCFF269STZ/, /files/ENCFF696DXL/	828134	ENCODE Processing Pipeline	be26760d8cf695b908741bf17772d5e7		https://www.encodeproject.org/files/ENCFF736WAN/@@download/ENCFF736WAN.bed.gz				released	s3://encode-public/2017/02/16/7f9f94c2-e6c9-40d0-b961-3278c1eafa6b/ENCFF736WAN.bed.gz	low read length	insufficient read depth, control insufficient read depth	
ENCFF309GOP	bed narrowPeak	bed	narrowPeak	pseudo-replicated peaks	GRCh38	ENCSR356JTB	Histone ChIP-seq	UBERON:0000088	trophoblast	tissue	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF710MRW/	1469529	ENCODE Processing Pipeline	681e3efc125a7ab960a85b0d75d085a7		https://www.encodeproject.org/files/ENCFF309GOP/@@download/ENCFF309GOP.bed.gz				released	s3://encode-public/2017/11/28/bdb58ea5-e84d-46a9-a6bc-e688d4ddf1e9/ENCFF309GOP.bed.gz		insufficient read depth, control insufficient read depth	missing antibody
ENCFF694ENI	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR271TFS	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF826YUF/, /files/ENCFF835TGA/, /files/ENCFF910XGS/	3292624	ENCODE Processing Pipeline	8882b18f3df46a5594984cd8f58e29d3		https://www.encodeproject.org/files/ENCFF694ENI/@@download/ENCFF694ENI.bed.gz				released	s3://encode-public/2017/02/15/8031ae84-2cb4-4403-8fda-6f0041ed48f1/ENCFF694ENI.bed.gz	low read length, inconsistent platforms	insufficient read depth, control insufficient read depth	
ENCFF434PWT	bed narrowPeak	bed	narrowPeak	pseudo-replicated peaks	GRCh38	ENCSR991BTY	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF720LVE/	1480212	ENCODE Processing Pipeline	f6d5363213e123a438336eb30cfa98ee		https://www.encodeproject.org/files/ENCFF434PWT/@@download/ENCFF434PWT.bed.gz				released	s3://encode-public/2017/12/07/b9e6ad2a-1a84-4ac4-b053-b008f0f70271/ENCFF434PWT.bed.gz		insufficient read depth, control insufficient read depth	
ENCFF098JFF	bed narrowPeak	bed	narrowPeak	pseudo-replicated peaks	GRCh38	ENCSR687FDK	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF681QXJ/	1864680	ENCODE Processing Pipeline	ec56d3043d90793706bbab0dd0a1b377		https://www.encodeproject.org/files/ENCFF098JFF/@@download/ENCFF098JFF.bed.gz				released	s3://encode-public/2017/12/07/865642bd-0034-4e99-ac36-f8b5bd0d2105/ENCFF098JFF.bed.gz	mixed read lengths	control insufficient read depth	extremely low read depth
ENCFF491GSQ	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR550XZG	Histone ChIP-seq	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF976IMV/, /files/ENCFF452FCG/, /files/ENCFF880LNL/	2319757	ENCODE Processing Pipeline	19bf96b29441853d07d45f80e28459c7		https://www.encodeproject.org/files/ENCFF491GSQ/@@download/ENCFF491GSQ.bed.gz				released	s3://encode-public/2017/07/11/dd3e6634-8503-4710-b027-6f1555b4e520/ENCFF491GSQ.bed.gz	moderate library complexity, low read length, mild to moderate bottlenecking	insufficient read depth, control insufficient read depth	
ENCFF997UPL	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR931WLE	Histone ChIP-seq	CL:0000222	mesodermal cell	in vitro differentiated cells	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1, 2	1_2, 2_2							/files/ENCFF080DIK/, /files/ENCFF519UBF/, /files/ENCFF812JNL/	1427274	ENCODE Processing Pipeline	c6dbe650bcda9f875ffcac0ac69cb8ad		https://www.encodeproject.org/files/ENCFF997UPL/@@download/ENCFF997UPL.bed.gz				released	s3://encode-public/2018/01/29/ecd43483-9d26-47fb-97a0-5b3b7d08ded9/ENCFF997UPL.bed.gz	moderate library complexity, control low read depth, mild to moderate bottlenecking, low read length, low read depth		
ENCFF769XNX	bed narrowPeak	bed	narrowPeak	pseudo-replicated peaks	GRCh38	ENCSR612BWE	Histone ChIP-seq	UBERON:0001264	pancreas	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF908YKO/	813747	ENCODE Processing Pipeline	89bc8cf548821445a1c6942880346ebc		https://www.encodeproject.org/files/ENCFF769XNX/@@download/ENCFF769XNX.bed.gz				released	s3://encode-public/2017/04/06/e882268d-a90b-4876-85b9-c794299210fb/ENCFF769XNX.bed.gz	moderate library complexity, mild to moderate bottlenecking, low read length, low read depth, inconsistent platforms		
ENCFF194RXY	bed narrowPeak	bed	narrowPeak	pseudo-replicated peaks	GRCh38	ENCSR245QTD	Histone ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF963HAX/	3219910	ENCODE Processing Pipeline	472fa436ca3f0fec1e32ffca53cf9840		https://www.encodeproject.org/files/ENCFF194RXY/@@download/ENCFF194RXY.bed.gz				released	s3://encode-public/2017/03/21/241f096c-2a97-4337-88eb-65c04faac3c6/ENCFF194RXY.bed.gz	moderate library complexity, mild to moderate bottlenecking	insufficient read depth	
ENCFF772AFU	bed narrowPeak	bed	narrowPeak	pseudo-replicated peaks	GRCh38	ENCSR448FZC	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K4me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF384SQM/	530131	ENCODE Processing Pipeline	313fdc06c350881331fd5b83669c9ddb		https://www.encodeproject.org/files/ENCFF772AFU/@@download/ENCFF772AFU.bed.gz				released	s3://encode-public/2017/03/21/7ac09994-0e1e-4711-8e27-8a561705b3f6/ENCFF772AFU.bed.gz	low read length	control insufficient read depth	
ENCFF441DWZ	bed narrowPeak	bed	narrowPeak	pseudo-replicated peaks	GRCh38	ENCSR448FZC	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K4me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF356LFX/, /files/ENCFF566BTS/, /files/ENCFF676YQB/	539709	ENCODE Processing Pipeline	8e2f62a1aa765c6cfd1bba234b4edab2		https://www.encodeproject.org/files/ENCFF441DWZ/@@download/ENCFF441DWZ.bed.gz				released	s3://encode-public/2020/08/14/abb0d9b0-94ea-4649-8b7f-46872780fe13/ENCFF441DWZ.bed.gz	low read length	control insufficient read depth	
ENCFF759ILD	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR832JVP	Histone ChIP-seq	CL:0000134	mesenchymal stem cell	in vitro differentiated cells	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF795XJB/, /files/ENCFF917CIJ/, /files/ENCFF037GGH/	2412370	ENCODE Processing Pipeline	d9f384d172e066879b4fcec51df60f8b		https://www.encodeproject.org/files/ENCFF759ILD/@@download/ENCFF759ILD.bed.gz				released	s3://encode-public/2017/02/08/599f9d70-71c4-41f2-aad3-7be18d9fbb2d/ENCFF759ILD.bed.gz	moderate library complexity, control low read depth, mild to moderate bottlenecking, low read length, inconsistent platforms	control insufficient read depth	
ENCFF055FKA	bed narrowPeak	bed	narrowPeak	pseudo-replicated peaks	GRCh38	ENCSR437QMD	Histone ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1, 1_2							/files/ENCFF588LDH/	1871798	ENCODE Processing Pipeline	baf0635dea748023f2d5b48551c59bb1		https://www.encodeproject.org/files/ENCFF055FKA/@@download/ENCFF055FKA.bed.gz				released	s3://encode-public/2017/05/25/93e01a9c-49fc-4917-a6d8-4153eada43d5/ENCFF055FKA.bed.gz	moderate library complexity, mixed read lengths, mild to moderate bottlenecking, low read length, inconsistent platforms		
ENCFF567DCF	bed narrowPeak	bed	narrowPeak	pseudo-replicated peaks	GRCh38	ENCSR445RFF	Histone ChIP-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF395DAX/	1818808	ENCODE Processing Pipeline	a0089cf9c09604c2ac57950b7d947f61		https://www.encodeproject.org/files/ENCFF567DCF/@@download/ENCFF567DCF.bed.gz				released	s3://encode-public/2017/03/23/bae73a1f-0f14-4747-8f15-24a0356a7fcf/ENCFF567DCF.bed.gz	mild to moderate bottlenecking, low read length	insufficient read depth, control insufficient read depth	
ENCFF695OJS	bed narrowPeak	bed	narrowPeak	pseudo-replicated peaks	GRCh38	ENCSR989AMI	Histone ChIP-seq	UBERON:0000947	aorta	tissue	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF729YZP/	412374	ENCODE Processing Pipeline	b7f1396c65c9de8faa4cd9a0d1f7c744		https://www.encodeproject.org/files/ENCFF695OJS/@@download/ENCFF695OJS.bed.gz				released	s3://encode-public/2017/05/23/7853e489-977c-4501-8b99-8b7a445191c4/ENCFF695OJS.bed.gz	control low read depth, low read length	insufficient read depth	
ENCFF147VOD	bed narrowPeak	bed	narrowPeak	pseudo-replicated peaks	GRCh38	ENCSR747VED	Histone ChIP-seq	UBERON:0001264	pancreas	tissue	Homo sapiens										H3K4me3-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF966CRG/	798821	ENCODE Processing Pipeline	fbd045aecd2154d07aba6570c36fde3d		https://www.encodeproject.org/files/ENCFF147VOD/@@download/ENCFF147VOD.bed.gz				released	s3://encode-public/2017/04/05/7accbfd2-a902-4556-997e-c3e78666804d/ENCFF147VOD.bed.gz	moderate library complexity, low read length, low read depth, mild to moderate bottlenecking		
ENCFF277AOQ	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR443YAS	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K4me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF106EUL/, /files/ENCFF241ZOT/, /files/ENCFF958TAD/	1008088	ENCODE Processing Pipeline	e72e009300b950997ffe9fa2f9609e9d		https://www.encodeproject.org/files/ENCFF277AOQ/@@download/ENCFF277AOQ.bed.gz				released	s3://encode-public/2017/02/15/59d613ba-20a8-4614-b868-864d143976dc/ENCFF277AOQ.bed.gz	moderate library complexity, control low read depth, mild to moderate bottlenecking, low read length, low read depth, inconsistent platforms		extremely low read depth
ENCFF416JDL	bed narrowPeak	bed	narrowPeak	pseudo-replicated peaks	GRCh38	ENCSR330NKU	Histone ChIP-seq	UBERON:0002108	small intestine	tissue	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF194QOE/	2776757	ENCODE Processing Pipeline	cb38aac75367d407601f5f206b00b27b		https://www.encodeproject.org/files/ENCFF416JDL/@@download/ENCFF416JDL.bed.gz				released	s3://encode-public/2017/03/21/cb0406d1-ed9f-46e5-ab8f-ab52c5328666/ENCFF416JDL.bed.gz	low read length	insufficient read depth, control insufficient read depth	
ENCFF352GQN	bed narrowPeak	bed	narrowPeak	pseudo-replicated peaks	GRCh38	ENCSR645SYH	Histone ChIP-seq	UBERON:0001043	esophagus	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_1							/files/ENCFF012MST/	2514793	ENCODE Processing Pipeline	0daf15d0cbd6dffca91147396ac3e6dd		https://www.encodeproject.org/files/ENCFF352GQN/@@download/ENCFF352GQN.bed.gz				released	s3://encode-public/2017/03/27/df85f3d3-8daf-44b2-8488-bc10426aec85/ENCFF352GQN.bed.gz	moderate library complexity, inconsistent platforms, low read depth, mild to moderate bottlenecking		
ENCFF458TBT	bed narrowPeak	bed	narrowPeak	pseudo-replicated peaks	GRCh38	ENCSR892XFG	Histone ChIP-seq	UBERON:0002108	small intestine	tissue	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1	1_2							/files/ENCFF691ZPI/	2046681	ENCODE Processing Pipeline	fdc46e80cd3cb08ecb1948bd9b257790		https://www.encodeproject.org/files/ENCFF458TBT/@@download/ENCFF458TBT.bed.gz				released	s3://encode-public/2017/03/21/0aa7407d-4823-456f-82f8-42eded1f9032/ENCFF458TBT.bed.gz	low read length		
