File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF489LAR	bam	bam		alignments	GRCh38	ENCSR002CTR	polyA plus RNA-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens											polyadenylated mRNA					strand-specific	2013-07-31	Roadmap			50-300	1	1_3							/files/ENCFF677UKA/, /files/ENCFF404IFF/, /files/ENCFF354PXG/, /files/ENCFF103SIG/, /files/ENCFF023WJA/, /files/ENCFF409SDV/, /files/ENCFF742NER/	37522741405	ENCODE Processing Pipeline	8836a55631dd1eb9d39b5a8268fed07c		https://www.encodeproject.org/files/ENCFF489LAR/@@download/ENCFF489LAR.bam	V24			released	s3://encode-public/2018/01/18/e2347b6d-15e0-4b37-907c-ca45f0f9e043/ENCFF489LAR.bam			
ENCFF677DKS	bam	bam		alignments	GRCh38	ENCSR502OTI	polyA plus RNA-seq	UBERON:0008450	psoas muscle	tissue	Homo sapiens											polyadenylated mRNA					strand-specific	2013-07-31	Roadmap			200-250	1	1_1							/files/ENCFF939EDF/, /files/ENCFF334WVG/, /files/ENCFF717FYR/, /files/ENCFF882FTF/, /files/ENCFF226DRV/, /files/ENCFF320LDU/, /files/ENCFF971INJ/, /files/ENCFF350YVG/, /files/ENCFF205BPN/, /files/ENCFF489RLZ/, /files/ENCFF105NGD/, /files/ENCFF616HAW/, /files/ENCFF122PIO/, /files/ENCFF995MNY/, /files/ENCFF630FRI/, /files/ENCFF484HSL/, /files/ENCFF193ROM/, /files/ENCFF752NLJ/, /files/ENCFF746CDH/, /files/ENCFF544ZCY/, /files/ENCFF742OWH/, /files/ENCFF786STW/, /files/ENCFF706BNQ/, /files/ENCFF037TPQ/, /files/ENCFF742NER/	22449665907	ENCODE Processing Pipeline	50cc73650decdfa28e3d5c9db126610c		https://www.encodeproject.org/files/ENCFF677DKS/@@download/ENCFF677DKS.bam	V24			released	s3://encode-public/2017/11/17/76f88a6e-84ff-4e84-a586-68f1ff4ca078/ENCFF677DKS.bam			
ENCFF365DFR	bam	bam		alignments	GRCh38	ENCSR670WQY	polyA plus RNA-seq	EFO:0003042	H1	cell line	Homo sapiens											polyadenylated mRNA					strand-specific	2013-07-31	Roadmap			200-250	1	1_1							/files/ENCFF039JYG/, /files/ENCFF565ZQD/, /files/ENCFF742NER/	33061343371	ENCODE Processing Pipeline	b5c50bb7abda891a176092d58c22a4ac		https://www.encodeproject.org/files/ENCFF365DFR/@@download/ENCFF365DFR.bam	V24			released	s3://encode-public/2017/11/13/1c21374e-6028-4b80-96f1-a1fab09046d9/ENCFF365DFR.bam			
ENCFF985MTW	bam	bam		alignments	GRCh38	ENCSR872LTT	polyA plus RNA-seq	CL:0000221	ectodermal cell	in vitro differentiated cells	Homo sapiens											polyadenylated mRNA					strand-specific	2013-07-31	Roadmap			50-300	1	1_1							/files/ENCFF488NLL/, /files/ENCFF031DZT/, /files/ENCFF169WSK/, /files/ENCFF878YSA/, /files/ENCFF742NER/	11430422517	ENCODE Processing Pipeline	744873194a0318f4d6c811493899445b		https://www.encodeproject.org/files/ENCFF985MTW/@@download/ENCFF985MTW.bam	V24			released	s3://encode-public/2018/01/18/ade5ff66-6226-436b-bce2-e701cbad0628/ENCFF985MTW.bam			
ENCFF148VCG	bam	bam		alignments	GRCh38	ENCSR872LTT	polyA plus RNA-seq	CL:0000221	ectodermal cell	in vitro differentiated cells	Homo sapiens											polyadenylated mRNA					strand-specific	2013-07-31	Roadmap			50-300	1	1_2							/files/ENCFF618IGA/, /files/ENCFF542NKD/, /files/ENCFF687NVE/, /files/ENCFF312BUL/, /files/ENCFF742NER/	12868866649	ENCODE Processing Pipeline	9453ebe798dcfb43c4224647fb884467		https://www.encodeproject.org/files/ENCFF148VCG/@@download/ENCFF148VCG.bam	V24			released	s3://encode-public/2018/01/18/e4486a08-2142-4a31-8cd2-b09fbfa4f90f/ENCFF148VCG.bam			
ENCFF050JVY	bam	bam		alignments	GRCh38	ENCSR999ZCI	polyA plus RNA-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens											polyadenylated mRNA					strand-specific	2013-07-31	Roadmap			200-250	1	1_1							/files/ENCFF313GED/, /files/ENCFF907OUO/, /files/ENCFF867XYO/, /files/ENCFF229UYK/, /files/ENCFF831HCD/, /files/ENCFF434EMO/, /files/ENCFF232KGN/, /files/ENCFF992HBZ/, /files/ENCFF742NER/	28523601627	ENCODE Processing Pipeline	c07362539b63c3a5218338198eaf86cf		https://www.encodeproject.org/files/ENCFF050JVY/@@download/ENCFF050JVY.bam	V24			released	s3://encode-public/2017/11/17/1f3797bc-65e2-4687-9074-2d00a75fbb89/ENCFF050JVY.bam			
ENCFF093GMX	bam	bam		alignments	GRCh38	ENCSR472PBS	polyA plus RNA-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens											polyadenylated mRNA					strand-specific	2013-07-31	Roadmap			50-300	1	1_3							/files/ENCFF072UTO/, /files/ENCFF154PKH/, /files/ENCFF464SZC/, /files/ENCFF639WME/, /files/ENCFF286HER/, /files/ENCFF943ZDC/, /files/ENCFF742NER/	39776389307	ENCODE Processing Pipeline	ac747cdbc30963868c0df19fcfb2410a		https://www.encodeproject.org/files/ENCFF093GMX/@@download/ENCFF093GMX.bam	V24			released	s3://encode-public/2018/01/18/0ccfaf44-ea97-4d96-af6c-49a00d3ae522/ENCFF093GMX.bam			
ENCFF251YUZ	bam	bam		alignments	GRCh38	ENCSR102TQN	polyA plus RNA-seq	UBERON:0001043	esophagus	tissue	Homo sapiens											polyadenylated mRNA					strand-specific	2013-07-31	Roadmap			200-250	1	1_2							/files/ENCFF182KTN/, /files/ENCFF313VNN/, /files/ENCFF680OZX/, /files/ENCFF113UJM/, /files/ENCFF690YPK/, /files/ENCFF113ICJ/, /files/ENCFF192QUJ/, /files/ENCFF813YTM/, /files/ENCFF839FRY/, /files/ENCFF938RBR/, /files/ENCFF841MRF/, /files/ENCFF423RAH/, /files/ENCFF095KTS/, /files/ENCFF095FCF/, /files/ENCFF742NER/	61598774747	ENCODE Processing Pipeline	753bf174f594ac71b774ad28d91269ec		https://www.encodeproject.org/files/ENCFF251YUZ/@@download/ENCFF251YUZ.bam	V24			released	s3://encode-public/2017/11/17/829c4f14-0909-4e7a-9c86-18f70ea0fb64/ENCFF251YUZ.bam			
ENCFF317PIS	bam	bam		alignments	GRCh38	ENCSR275ZLF	polyA plus RNA-seq	CL:0000134	mesenchymal stem cell	in vitro differentiated cells	Homo sapiens											polyadenylated mRNA					strand-specific	2013-07-31	Roadmap			200-250	1	1_1							/files/ENCFF663RCH/, /files/ENCFF378MAM/, /files/ENCFF742NER/	35485684812	ENCODE Processing Pipeline	ca5c377e4950006d01460158fdfc27cd		https://www.encodeproject.org/files/ENCFF317PIS/@@download/ENCFF317PIS.bam	V24			released	s3://encode-public/2017/11/13/0b4d4747-8839-4e99-8bcf-eb72f167c2b3/ENCFF317PIS.bam			
ENCFF107QNN	bam	bam		alignments	GRCh38	ENCSR500UOD	polyA plus RNA-seq	CL:0000222	mesodermal cell	in vitro differentiated cells	Homo sapiens											polyadenylated mRNA					strand-specific	2013-07-31	Roadmap			50-300	1	1_3							/files/ENCFF982UGO/, /files/ENCFF800YVD/, /files/ENCFF217AMB/, /files/ENCFF048WLA/, /files/ENCFF539GMM/, /files/ENCFF528KED/, /files/ENCFF742NER/	35215019137	ENCODE Processing Pipeline	8c2492530a0d47aeaa46afd15153fb76		https://www.encodeproject.org/files/ENCFF107QNN/@@download/ENCFF107QNN.bam	V24			released	s3://encode-public/2018/01/18/9309cd46-0fb4-4af2-971d-c175bbc030db/ENCFF107QNN.bam			
ENCFF137MXA	bam	bam		alignments	GRCh38	ENCSR762CJN	polyA plus RNA-seq	CL:0000351	trophoblast cell	in vitro differentiated cells	Homo sapiens											polyadenylated mRNA					strand-specific	2013-07-31	Roadmap			200-250	1	1_1							/files/ENCFF524LEU/, /files/ENCFF364YYU/, /files/ENCFF742NER/	29268793888	ENCODE Processing Pipeline	7dd049a8384408649348566a56a2db4b		https://www.encodeproject.org/files/ENCFF137MXA/@@download/ENCFF137MXA.bam	V24			released	s3://encode-public/2018/01/19/290c061a-f096-4acd-91da-b10b7cbcf2ae/ENCFF137MXA.bam			
ENCFF677DAD	bam	bam		alignments	GRCh38	ENCSR762CJN	polyA plus RNA-seq	CL:0000351	trophoblast cell	in vitro differentiated cells	Homo sapiens											polyadenylated mRNA					strand-specific	2013-07-31	Roadmap			200-250	2	2_1							/files/ENCFF655TPH/, /files/ENCFF143KXV/, /files/ENCFF742NER/	34186094603	ENCODE Processing Pipeline	f61ba6e251925400e994e7fc41c99932		https://www.encodeproject.org/files/ENCFF677DAD/@@download/ENCFF677DAD.bam	V24			released	s3://encode-public/2018/01/20/6e2119fb-4bf5-4a15-b418-efb8c4933b71/ENCFF677DAD.bam			
ENCFF549FQD	bam	bam		alignments	GRCh38	ENCSR382XJF	polyA plus RNA-seq	CL:0000221	ectodermal cell	in vitro differentiated cells	Homo sapiens											polyadenylated mRNA					strand-specific	2013-07-31	Roadmap			50-300	1	1_3							/files/ENCFF757BSL/, /files/ENCFF094PGW/, /files/ENCFF354QWC/, /files/ENCFF998MCX/, /files/ENCFF438GQN/, /files/ENCFF933UKM/, /files/ENCFF742NER/	47582757510	ENCODE Processing Pipeline	011139fbbb00db3d829831196c4748b7		https://www.encodeproject.org/files/ENCFF549FQD/@@download/ENCFF549FQD.bam	V24			released	s3://encode-public/2018/01/18/5e9d87f0-bc61-4ceb-8ca0-b09b300fdff4/ENCFF549FQD.bam			
ENCFF370OWM	bam	bam		alignments	GRCh38	ENCSR851BRK	polyA plus RNA-seq	CL:0000221	ectodermal cell	in vitro differentiated cells	Homo sapiens											polyadenylated mRNA					strand-specific	2013-07-31	Roadmap			50-300	1	1_3							/files/ENCFF525WEW/, /files/ENCFF312NNM/, /files/ENCFF034XYR/, /files/ENCFF961ALR/, /files/ENCFF527MKI/, /files/ENCFF302HDL/, /files/ENCFF742NER/	49081862541	ENCODE Processing Pipeline	7e4a1a316614b77044855177c0a266aa		https://www.encodeproject.org/files/ENCFF370OWM/@@download/ENCFF370OWM.bam	V24			released	s3://encode-public/2018/01/18/f0f2c73a-58d6-46eb-b894-7c72f0fb07cd/ENCFF370OWM.bam			
ENCFF905ZXT	bam	bam		alignments	GRCh38	ENCSR572EET	polyA plus RNA-seq	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens											polyadenylated mRNA					strand-specific	2013-07-31	Roadmap			200-250	1	1_1							/files/ENCFF652ZQR/, /files/ENCFF834VLU/, /files/ENCFF742NER/	35240192623	ENCODE Processing Pipeline	97cb447d0df363b125924a824dd083c9		https://www.encodeproject.org/files/ENCFF905ZXT/@@download/ENCFF905ZXT.bam	V24			released	s3://encode-public/2017/11/13/018415ef-ecd2-437e-984a-3c0137d90ca8/ENCFF905ZXT.bam			
ENCFF584GAJ	bam	bam		alignments	GRCh38	ENCSR039ICU	polyA plus RNA-seq	UBERON:0002108	small intestine	tissue	Homo sapiens											polyadenylated mRNA					strand-specific	2013-07-31	Roadmap			200-250	1	1_1							/files/ENCFF038KKF/, /files/ENCFF208ZWD/, /files/ENCFF366QRX/, /files/ENCFF005DKX/, /files/ENCFF526OGL/, /files/ENCFF560DNL/, /files/ENCFF741CTW/, /files/ENCFF136WQX/, /files/ENCFF053XNS/, /files/ENCFF209IMK/, /files/ENCFF615KHN/, /files/ENCFF541VMN/, /files/ENCFF702UVT/, /files/ENCFF711YJG/, /files/ENCFF686JRI/, /files/ENCFF065WJH/, /files/ENCFF547PTO/, /files/ENCFF409SVL/, /files/ENCFF830JBH/, /files/ENCFF640WDO/, /files/ENCFF545LHI/, /files/ENCFF347YHE/, /files/ENCFF654AAB/, /files/ENCFF069OPJ/, /files/ENCFF742NER/	38637951892	ENCODE Processing Pipeline	ca639fa83acde9bd8c0c4e80b3f01a9b		https://www.encodeproject.org/files/ENCFF584GAJ/@@download/ENCFF584GAJ.bam	V24			released	s3://encode-public/2017/11/17/fe9b0ebf-c4df-4cbd-aff8-0bece74dd78e/ENCFF584GAJ.bam			
ENCFF717MVQ	bam	bam		alignments	GRCh38	ENCSR510PSL	polyA plus RNA-seq	UBERON:0002106	spleen	tissue	Homo sapiens											polyadenylated mRNA					strand-specific	2013-07-31	Roadmap			200-250	1	1_2							/files/ENCFF103QQG/, /files/ENCFF699TEZ/, /files/ENCFF042KFN/, /files/ENCFF188IFE/, /files/ENCFF066JDU/, /files/ENCFF432DPM/, /files/ENCFF195QGZ/, /files/ENCFF793EUG/, /files/ENCFF943VBH/, /files/ENCFF220XPR/, /files/ENCFF062FYN/, /files/ENCFF428SGV/, /files/ENCFF162PCG/, /files/ENCFF705PTG/, /files/ENCFF875TMJ/, /files/ENCFF206QGS/, /files/ENCFF433LAF/, /files/ENCFF365VGF/, /files/ENCFF448PEA/, /files/ENCFF763QKS/, /files/ENCFF604WWA/, /files/ENCFF329UBN/, /files/ENCFF246DOI/, /files/ENCFF202JRW/, /files/ENCFF742NER/	55929159264	ENCODE Processing Pipeline	64e550aaadfc251d7919ef0a8cb8ca33		https://www.encodeproject.org/files/ENCFF717MVQ/@@download/ENCFF717MVQ.bam	V24			released	s3://encode-public/2017/11/17/017dc44f-23eb-4151-b022-9193b4859214/ENCFF717MVQ.bam			
ENCFF894PUN	bam	bam		alignments	GRCh38	ENCSR719HRO	polyA plus RNA-seq	UBERON:0002108	small intestine	tissue	Homo sapiens											polyadenylated mRNA					strand-specific	2013-07-31	Roadmap			200-250	1	1_1							/files/ENCFF492CNI/, /files/ENCFF079EWM/, /files/ENCFF732DTD/, /files/ENCFF545PGU/, /files/ENCFF492OZS/, /files/ENCFF921HSZ/, /files/ENCFF736CFQ/, /files/ENCFF331ICT/, /files/ENCFF970CQJ/, /files/ENCFF785TWJ/, /files/ENCFF613OBZ/, /files/ENCFF247GMC/, /files/ENCFF974BJS/, /files/ENCFF536QTK/, /files/ENCFF770KBJ/, /files/ENCFF455YOP/, /files/ENCFF109PRM/, /files/ENCFF213TRF/, /files/ENCFF261SJA/, /files/ENCFF229UBH/, /files/ENCFF687DEH/, /files/ENCFF653GRP/, /files/ENCFF047RTX/, /files/ENCFF152VMR/, /files/ENCFF742NER/	31889006553	ENCODE Processing Pipeline	90b4c09c95855571b28fea9d54441892		https://www.encodeproject.org/files/ENCFF894PUN/@@download/ENCFF894PUN.bam	V24			released	s3://encode-public/2017/11/17/f2fc48b1-31d2-4ce2-a8c5-b594c2883c38/ENCFF894PUN.bam			
ENCFF864QLZ	bam	bam		alignments	GRCh38	ENCSR995BHD	polyA plus RNA-seq	UBERON:0000947	aorta	tissue	Homo sapiens											polyadenylated mRNA					strand-specific	2013-07-31	Roadmap			200-250	1	1_1							/files/ENCFF477KLN/, /files/ENCFF882JZV/, /files/ENCFF415CLP/, /files/ENCFF811YPP/, /files/ENCFF774GGE/, /files/ENCFF727CAI/, /files/ENCFF379VYR/, /files/ENCFF506AFN/, /files/ENCFF610MBB/, /files/ENCFF679CUU/, /files/ENCFF745AEL/, /files/ENCFF621AHI/, /files/ENCFF347CQP/, /files/ENCFF993HSP/, /files/ENCFF522BXQ/, /files/ENCFF510DJT/, /files/ENCFF371SPE/, /files/ENCFF051OVG/, /files/ENCFF444ZTL/, /files/ENCFF652CCH/, /files/ENCFF107JTQ/, /files/ENCFF009WZK/, /files/ENCFF837BRO/, /files/ENCFF966OIO/, /files/ENCFF742NER/	106547600594	ENCODE Processing Pipeline	d37bb3504b534dfaba0f8e355d470181		https://www.encodeproject.org/files/ENCFF864QLZ/@@download/ENCFF864QLZ.bam	V24			released	s3://encode-public/2017/11/17/58d20ab2-bba7-4eb2-8284-a5fa2ded1837/ENCFF864QLZ.bam			
ENCFF028PIJ	bam	bam		alignments	GRCh38	ENCSR976JGI	polyA plus RNA-seq	NTR:0000856	mesendoderm	in vitro differentiated cells	Homo sapiens											polyadenylated mRNA					strand-specific	2013-07-31	Roadmap			200-250	1	1_1							/files/ENCFF667BAN/, /files/ENCFF226ZUY/, /files/ENCFF742NER/	34339327840	ENCODE Processing Pipeline	e59fddd3e2473331d95de9b7dd6e7276		https://www.encodeproject.org/files/ENCFF028PIJ/@@download/ENCFF028PIJ.bam	V24			released	s3://encode-public/2017/11/13/ad562e88-78fb-4f5e-84a1-75972cd8e800/ENCFF028PIJ.bam			
