File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF713AXG	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR044WCY	Histone ChIP-seq	CL:0000351	trophoblast cell	in vitro differentiated cells	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF418DBW/, /files/ENCFF267ZGT/, /files/ENCFF818ZOK/	2481405	ENCODE Processing Pipeline	4f47742de788092b9ee51a2b69a462e1		https://www.encodeproject.org/files/ENCFF713AXG/@@download/ENCFF713AXG.bed.gz				released	s3://encode-public/2017/02/21/58ddee01-2cdb-4e42-bb1f-71f732ee12e3/ENCFF713AXG.bed.gz	mild to moderate bottlenecking, low read depth, control low read depth, inconsistent platforms, low read length	insufficient read depth	
ENCFF284KNZ	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR874WOB	Histone ChIP-seq	CL:0000351	trophoblast cell	in vitro differentiated cells	Homo sapiens										H3K4me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF208TBL/, /files/ENCFF195QQX/, /files/ENCFF449TRE/	1359721	ENCODE Processing Pipeline	618bd0273d6ad2356df21ab9b67472c4		https://www.encodeproject.org/files/ENCFF284KNZ/@@download/ENCFF284KNZ.bed.gz				released	s3://encode-public/2017/02/21/c8099e86-8db2-45e1-a4d2-bfaa72c18a40/ENCFF284KNZ.bed.gz	inconsistent platforms, mild to moderate bottlenecking, low read depth, low read length		
ENCFF824QTN	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR065HOR	Histone ChIP-seq	CL:0000134	mesenchymal stem cell	in vitro differentiated cells	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF637PKQ/, /files/ENCFF376ACW/, /files/ENCFF454ONP/	5082061	ENCODE Processing Pipeline	328e4d8764d7792ebe45b76e2742e179		https://www.encodeproject.org/files/ENCFF824QTN/@@download/ENCFF824QTN.bed.gz				released	s3://encode-public/2017/02/08/9466fa86-fc43-4d0d-a1f8-1e9fa159a665/ENCFF824QTN.bed.gz	low read depth, control low read depth, low read length	insufficient read depth, control insufficient read depth	
ENCFF084QDP	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR216OGD	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF144NQN/, /files/ENCFF993VEV/, /files/ENCFF099UJM/	587190	ENCODE Processing Pipeline	5c307e315624e6cc59a1722e5f3703c6		https://www.encodeproject.org/files/ENCFF084QDP/@@download/ENCFF084QDP.bed.gz				released	s3://encode-public/2017/02/16/2849a54a-0cab-442f-b570-c5e535c66ca4/ENCFF084QDP.bed.gz	low read length, mixed read lengths	insufficient read depth, control insufficient read depth	
ENCFF045CUG	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR880SUY	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1, 2	1_2, 2_1							/files/ENCFF714VTU/, /files/ENCFF494YJS/, /files/ENCFF592GUQ/	1659844	ENCODE Processing Pipeline	7da6ada83c8480d07cb8d8546d9544ae		https://www.encodeproject.org/files/ENCFF045CUG/@@download/ENCFF045CUG.bed.gz				released	s3://encode-public/2017/03/25/2a407c57-bb19-4a03-96c6-ee00c2b48496/ENCFF045CUG.bed.gz	low read depth, control low read depth, inconsistent platforms, mixed read lengths, low read length	insufficient read depth, insufficient read length	
ENCFF408FCY	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR019SQX	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K4me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF695ZZV/, /files/ENCFF229BSM/, /files/ENCFF126HHG/	808862	ENCODE Processing Pipeline	1aef12d991cbdafbbc919c4ec8a9f620		https://www.encodeproject.org/files/ENCFF408FCY/@@download/ENCFF408FCY.bed.gz				released	s3://encode-public/2017/03/26/1146f0f2-1a69-467c-8ab3-3d0a8e5d71e2/ENCFF408FCY.bed.gz	control low read depth, low read length, mixed read lengths	insufficient read depth	
ENCFF558IKG	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR631RJR	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF771DOK/, /files/ENCFF649LAW/, /files/ENCFF180RPI/	1256697	ENCODE Processing Pipeline	fde92ba19a36b3ed2e7705766b737ed0		https://www.encodeproject.org/files/ENCFF558IKG/@@download/ENCFF558IKG.bed.gz				released	s3://encode-public/2017/02/16/1715abfb-679f-47bf-9cee-10a512f78e3b/ENCFF558IKG.bed.gz	low read length, mixed read lengths	insufficient read depth, control insufficient read depth	
ENCFF348GGB	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR883AQJ	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1, 3	1_2, 3_1, 3_2							/files/ENCFF798WNB/, /files/ENCFF265QFM/, /files/ENCFF955DWU/	1660220	ENCODE Processing Pipeline	8ceb88b1436fa6841df6f24d0488ab0f		https://www.encodeproject.org/files/ENCFF348GGB/@@download/ENCFF348GGB.bed.gz				released	s3://encode-public/2017/12/08/6c074e12-6959-44f9-aeb2-fbe5809f4d2b/ENCFF348GGB.bed.gz	mild to moderate bottlenecking, inconsistent platforms, moderate library complexity, low read length	insufficient read depth, control insufficient read depth	
ENCFF059KOC	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR425PQI	Histone ChIP-seq	CL:0000351	trophoblast cell	in vitro differentiated cells	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF605WQJ/, /files/ENCFF698NII/, /files/ENCFF587WVU/	1774517	ENCODE Processing Pipeline	276ad9db4bfab7264208a0872cabf87f		https://www.encodeproject.org/files/ENCFF059KOC/@@download/ENCFF059KOC.bed.gz				released	s3://encode-public/2017/02/21/132b8385-e33f-4317-9006-3a6cae8985ae/ENCFF059KOC.bed.gz	mild to moderate bottlenecking, low read depth, inconsistent platforms, low read length, moderate library complexity		
ENCFF320HLH	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR905SHH	Histone ChIP-seq	CL:0000625	CD8-positive, alpha-beta T cell	primary cell	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF150EEO/, /files/ENCFF771ETO/, /files/ENCFF721FJM/	275756	ENCODE Processing Pipeline	efb13182cfb2a272b576d3cf4b653d84		https://www.encodeproject.org/files/ENCFF320HLH/@@download/ENCFF320HLH.bed.gz				released	s3://encode-public/2018/01/25/90c65605-7a16-46cd-a925-093c9701e029/ENCFF320HLH.bed.gz	low read depth, low read length	insufficient read depth	
ENCFF011GWS	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR501JET	Histone ChIP-seq	CL:0000134	mesenchymal stem cell	in vitro differentiated cells	Homo sapiens										H3K4me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF289UTW/, /files/ENCFF695RAP/, /files/ENCFF749AKJ/	1012908	ENCODE Processing Pipeline	400219d99a7d6f538057791eb7aa56f0		https://www.encodeproject.org/files/ENCFF011GWS/@@download/ENCFF011GWS.bed.gz				released	s3://encode-public/2017/02/08/286a2d14-550f-4941-844d-34dd9a172893/ENCFF011GWS.bed.gz	low read depth, mild to moderate bottlenecking, control low read depth, low read length	insufficient read depth	
ENCFF910JUF	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR631BPS	Histone ChIP-seq	CL:0000625	CD8-positive, alpha-beta T cell	primary cell	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF562JXF/, /files/ENCFF946OUR/, /files/ENCFF629OPC/	2306545	ENCODE Processing Pipeline	a3bb050e98360084310083f58a83bcd5		https://www.encodeproject.org/files/ENCFF910JUF/@@download/ENCFF910JUF.bed.gz				released	s3://encode-public/2018/01/25/cf4fbaea-580e-480c-827e-a96c7a0348c3/ENCFF910JUF.bed.gz	mild to moderate bottlenecking, low read length	insufficient read depth	
ENCFF687BTK	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR828WZG	Histone ChIP-seq	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1, 2	1_4, 2_2							/files/ENCFF875FID/, /files/ENCFF910UVM/, /files/ENCFF331BUZ/	2549147	ENCODE Processing Pipeline	5dde4427af3649bb081d92884b74522f		https://www.encodeproject.org/files/ENCFF687BTK/@@download/ENCFF687BTK.bed.gz				released	s3://encode-public/2018/01/20/99478ec7-1840-41b2-a346-054f65508bdf/ENCFF687BTK.bed.gz	mild to moderate bottlenecking, moderate library complexity, low read length	insufficient read depth, control insufficient read depth	
ENCFF515XPE	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR797GOJ	Histone ChIP-seq	CL:0000625	CD8-positive, alpha-beta T cell	primary cell	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF380CQR/, /files/ENCFF658WND/, /files/ENCFF117UDY/	365491	ENCODE Processing Pipeline	9dc8fa66b0534be1980e2147ed88e9cb		https://www.encodeproject.org/files/ENCFF515XPE/@@download/ENCFF515XPE.bed.gz				released	s3://encode-public/2018/01/25/03f2c336-27b8-4687-a950-5bd7e033b6fb/ENCFF515XPE.bed.gz	mild to moderate bottlenecking, low read length	insufficient read depth	
ENCFF255BCT	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR453GNY	Histone ChIP-seq	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1, 2	1_4, 2_2							/files/ENCFF446LDD/, /files/ENCFF725ALG/, /files/ENCFF885NAO/	747422	ENCODE Processing Pipeline	301fed0a1727829f85c2616cf3d54ca6		https://www.encodeproject.org/files/ENCFF255BCT/@@download/ENCFF255BCT.bed.gz				released	s3://encode-public/2018/01/20/fad21aa9-19ba-4582-8950-c2e7fc31491b/ENCFF255BCT.bed.gz	low read depth, mild to moderate bottlenecking, low read length	insufficient read depth, control insufficient read depth	
ENCFF286UMF	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR238WMO	Histone ChIP-seq	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF314AEA/, /files/ENCFF300LXS/, /files/ENCFF486BMO/	5050093	ENCODE Processing Pipeline	1e139c234a6dfe06b4d282147df3b59c		https://www.encodeproject.org/files/ENCFF286UMF/@@download/ENCFF286UMF.bed.gz				released	s3://encode-public/2017/07/11/6acf7afa-9cde-4162-b7cf-23d26f9583ea/ENCFF286UMF.bed.gz	low read length	insufficient read depth, control insufficient read depth	
ENCFF759ILD	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR832JVP	Histone ChIP-seq	CL:0000134	mesenchymal stem cell	in vitro differentiated cells	Homo sapiens										H3K27me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF795XJB/, /files/ENCFF917CIJ/, /files/ENCFF037GGH/	2412370	ENCODE Processing Pipeline	d9f384d172e066879b4fcec51df60f8b		https://www.encodeproject.org/files/ENCFF759ILD/@@download/ENCFF759ILD.bed.gz				released	s3://encode-public/2017/02/08/599f9d70-71c4-41f2-aad3-7be18d9fbb2d/ENCFF759ILD.bed.gz	mild to moderate bottlenecking, control low read depth, inconsistent platforms, low read length, moderate library complexity	control insufficient read depth	
ENCFF093RDC	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR263WLD	Histone ChIP-seq	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	Homo sapiens										H3K4me3-human	DNA						2013-07-31	Roadmap				1, 2	1_4, 2_2							/files/ENCFF382NFM/, /files/ENCFF149QQW/, /files/ENCFF061GKC/	780622	ENCODE Processing Pipeline	3cfcab267e6bfc5e0d3e569876b72ea0		https://www.encodeproject.org/files/ENCFF093RDC/@@download/ENCFF093RDC.bed.gz				released	s3://encode-public/2018/01/20/42436cf2-646a-4aed-8c5c-d154bedf4281/ENCFF093RDC.bed.gz	moderate library complexity, mild to moderate bottlenecking, low read length	poor library complexity, severe bottlenecking, insufficient read depth	
ENCFF854NHF	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR254NLC	Histone ChIP-seq	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF568LFE/, /files/ENCFF648CVV/, /files/ENCFF175LQQ/	4683594	ENCODE Processing Pipeline	01bf127ab14f80e1175779e274a99869		https://www.encodeproject.org/files/ENCFF854NHF/@@download/ENCFF854NHF.bed.gz				released	s3://encode-public/2017/04/15/cfcd4215-1eaf-4d32-824a-8ae6e8af71e2/ENCFF854NHF.bed.gz	low read depth, low read length	control insufficient read depth	
ENCFF043FGL	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR354XWM	Histone ChIP-seq	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K4me3-human	DNA						2013-07-31	Roadmap				1, 2	1_2, 2_1							/files/ENCFF553CBI/, /files/ENCFF875UBU/, /files/ENCFF691WBW/	762532	ENCODE Processing Pipeline	228e73712dac2571daad5bf4510a19bf		https://www.encodeproject.org/files/ENCFF043FGL/@@download/ENCFF043FGL.bed.gz				released	s3://encode-public/2017/07/11/4852e3c3-7d8b-463d-b27a-f8966da86e60/ENCFF043FGL.bed.gz	mild to moderate bottlenecking, moderate library complexity, low read length		
ENCFF718CGL	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR391WDE	Histone ChIP-seq	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K9me3-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF310ATB/, /files/ENCFF262YME/, /files/ENCFF782QXM/	1784700	ENCODE Processing Pipeline	3cb6a0e9861e4a2a748dabd93a81ed50		https://www.encodeproject.org/files/ENCFF718CGL/@@download/ENCFF718CGL.bed.gz				released	s3://encode-public/2017/02/18/bf5839e7-5634-43a9-9ae2-0281509eb4ff/ENCFF718CGL.bed.gz	inconsistent platforms, low read length, mixed read lengths	control insufficient read depth	
ENCFF049SYA	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR100LWU	Histone ChIP-seq	CL:0000222	mesodermal cell	in vitro differentiated cells	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1, 2	1_4, 2_2							/files/ENCFF548EHI/, /files/ENCFF069DXK/, /files/ENCFF848DSM/	4004401	ENCODE Processing Pipeline	3c3c52a1b02407187c250c92720d099a		https://www.encodeproject.org/files/ENCFF049SYA/@@download/ENCFF049SYA.bed.gz				released	s3://encode-public/2018/01/29/aa5c9ecd-72f7-40ff-b61f-be9cf44f9312/ENCFF049SYA.bed.gz	mild to moderate bottlenecking, moderate library complexity, low read length	insufficient read depth, control insufficient read depth	
ENCFF243EDS	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR835OJV	Histone ChIP-seq	CL:0000625	CD8-positive, alpha-beta T cell	primary cell	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF692JWF/, /files/ENCFF791LZK/, /files/ENCFF465URV/	749528	ENCODE Processing Pipeline	cdbb282db2b9b3efdba2da3452e8033a		https://www.encodeproject.org/files/ENCFF243EDS/@@download/ENCFF243EDS.bed.gz				released	s3://encode-public/2018/01/25/1fac20a2-ee59-442f-a052-1e7189654105/ENCFF243EDS.bed.gz	moderate library complexity, low read depth, mild to moderate bottlenecking, low read length		
ENCFF722OBP	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR799SRL	Histone ChIP-seq	CL:0000047	neuronal stem cell	in vitro differentiated cells	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1, 3	1_1, 3_1							/files/ENCFF874YBQ/, /files/ENCFF323DNR/, /files/ENCFF484SBP/	846804	ENCODE Processing Pipeline	11cecddcf8481dcf928817d93c5e634f		https://www.encodeproject.org/files/ENCFF722OBP/@@download/ENCFF722OBP.bed.gz				released	s3://encode-public/2017/04/15/2d6f7112-1b07-487a-be83-eae0d621853c/ENCFF722OBP.bed.gz	inconsistent platforms, low read length		
ENCFF268FCW	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR013KEC	Histone ChIP-seq	CL:0000134	mesenchymal stem cell	in vitro differentiated cells	Homo sapiens										H3K27ac-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF560HBP/, /files/ENCFF985HHO/, /files/ENCFF196AMI/	2527219	ENCODE Processing Pipeline	133a3ad961fca10705151c67b8bdab53		https://www.encodeproject.org/files/ENCFF268FCW/@@download/ENCFF268FCW.bed.gz				released	s3://encode-public/2017/02/08/9ec01337-bd66-431d-a033-db5e20252d55/ENCFF268FCW.bed.gz	mild to moderate bottlenecking, control low read depth, inconsistent platforms, low read length, moderate library complexity	poor library complexity, severe bottlenecking	
ENCFF978XTY	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR196LEI	Histone ChIP-seq	CL:0000134	mesenchymal stem cell	primary cell	Homo sapiens										H3K4me1-human	DNA						2013-07-31	Roadmap				1, 2	1_1, 2_1							/files/ENCFF388GLW/, /files/ENCFF945XYH/, /files/ENCFF921IJO/	5497274	ENCODE Processing Pipeline	210b40ac4b415a45c0933de03f98e64a		https://www.encodeproject.org/files/ENCFF978XTY/@@download/ENCFF978XTY.bed.gz				released	s3://encode-public/2018/01/30/c8be6052-edbd-4d5c-a638-f601b5856de7/ENCFF978XTY.bed.gz	mild to moderate bottlenecking, moderate library complexity, low read length	insufficient read depth, control insufficient read depth	
ENCFF280ASK	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR677EZB	Histone ChIP-seq	CL:0000223	endodermal cell	in vitro differentiated cells	Homo sapiens										H3K36me3-human	DNA						2013-07-31	Roadmap				1, 3	1_4, 3_2							/files/ENCFF107PLI/, /files/ENCFF675KQD/, /files/ENCFF548QWP/	3601233	ENCODE Processing Pipeline	2977abc8d62a4d67bd8f51d01db13d57		https://www.encodeproject.org/files/ENCFF280ASK/@@download/ENCFF280ASK.bed.gz				released	s3://encode-public/2018/01/27/5c77f40b-7ab8-41b4-8f5a-60b141f1f4f3/ENCFF280ASK.bed.gz	mild to moderate bottlenecking, moderate library complexity, low read length	insufficient read depth, control insufficient read depth	
