File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF030XCQ	fastq	fastq		reads		ENCSR726HTS	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27ac-human	DNA						2016-11-03	ENCODE				2	2_1	76		single-ended					284430898	Bradley Bernstein, Broad	26ca1cf0a1953d6a35d757e8de043bdb		https://www.encodeproject.org/files/ENCFF030XCQ/@@download/ENCFF030XCQ.fastq.gz		Illumina NextSeq 500		released	s3://encode-public/2019/07/29/a10e4170-ae07-4024-967c-d176f06797fa/ENCFF030XCQ.fastq.gz	missing controlled_by, mild to moderate bottlenecking, inconsistent platforms		
ENCFF132QCA	fastq	fastq		reads		ENCSR726HTS	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27ac-human	DNA						2016-11-03	ENCODE				2	2_1	76		single-ended					284645136	Bradley Bernstein, Broad	100539811565133c4f85ba195a186be9		https://www.encodeproject.org/files/ENCFF132QCA/@@download/ENCFF132QCA.fastq.gz		Illumina NextSeq 500		released	s3://encode-public/2019/07/29/1f4fdf01-e71b-4e9f-8182-6e01bc29e040/ENCFF132QCA.fastq.gz	missing controlled_by, mild to moderate bottlenecking, inconsistent platforms		
ENCFF574KIM	fastq	fastq		reads		ENCSR726HTS	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27ac-human	DNA						2016-11-03	ENCODE				1	1_2	76		single-ended					240223459	Bradley Bernstein, Broad	f23919ae0fe0619e8a56513bb54299a5		https://www.encodeproject.org/files/ENCFF574KIM/@@download/ENCFF574KIM.fastq.gz		Illumina NextSeq 500		released	s3://encode-public/2019/07/29/a87191e1-9df9-4a94-af53-1c0a47e5ba6a/ENCFF574KIM.fastq.gz	missing controlled_by, mild to moderate bottlenecking, inconsistent platforms		
ENCFF007TBV	fastq	fastq		reads		ENCSR726HTS	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27ac-human	DNA						2016-11-03	ENCODE				1	1_2	76		single-ended					245864563	Bradley Bernstein, Broad	6023786d1a4b2bc48183838e755324ca		https://www.encodeproject.org/files/ENCFF007TBV/@@download/ENCFF007TBV.fastq.gz		Illumina NextSeq 500		released	s3://encode-public/2019/07/29/412b53f4-202e-4807-a377-4e617c5556c5/ENCFF007TBV.fastq.gz	missing controlled_by, mild to moderate bottlenecking, inconsistent platforms		
ENCFF954CEB	fastq	fastq		reads		ENCSR726HTS	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27ac-human	DNA						2016-11-03	ENCODE				1	1_2	76		single-ended					240096582	Bradley Bernstein, Broad	382ed960a2989f90f54e1ece47a74be3		https://www.encodeproject.org/files/ENCFF954CEB/@@download/ENCFF954CEB.fastq.gz		Illumina NextSeq 500		released	s3://encode-public/2019/07/29/6cdff20a-dafe-4c4c-824d-839df8ed4d97/ENCFF954CEB.fastq.gz	missing controlled_by, mild to moderate bottlenecking, inconsistent platforms		
ENCFF547YCY	fastq	fastq		reads		ENCSR726HTS	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27ac-human	DNA						2016-11-03	ENCODE				1	1_2	76		single-ended					241854365	Bradley Bernstein, Broad	14351b5dceeaf7ae369ec44263bc947b		https://www.encodeproject.org/files/ENCFF547YCY/@@download/ENCFF547YCY.fastq.gz		Illumina NextSeq 500		released	s3://encode-public/2019/07/29/6a72f67d-879c-42c8-9787-501021622381/ENCFF547YCY.fastq.gz	missing controlled_by, mild to moderate bottlenecking, inconsistent platforms		
ENCFF824EOS	fastq	fastq		reads		ENCSR726HTS	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27ac-human	DNA						2016-11-03	ENCODE				2	2_2	76		single-ended					306920781	Bradley Bernstein, Broad	581514b497ad18d91d951b58cb403d34		https://www.encodeproject.org/files/ENCFF824EOS/@@download/ENCFF824EOS.fastq.gz		Illumina NextSeq 500		released	s3://encode-public/2019/08/14/115597f9-1e37-446e-a478-f31d2f386d43/ENCFF824EOS.fastq.gz	missing controlled_by, mild to moderate bottlenecking, inconsistent platforms		
ENCFF793WPL	fastq	fastq		reads		ENCSR726HTS	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27ac-human	DNA						2016-11-03	ENCODE				2	2_2	76		single-ended					307467244	Bradley Bernstein, Broad	45ff26c6f36dbee941b5b4353874e203		https://www.encodeproject.org/files/ENCFF793WPL/@@download/ENCFF793WPL.fastq.gz		Illumina NextSeq 500		released	s3://encode-public/2019/08/14/eb825fc9-b454-4896-89ee-1f5003d0dc47/ENCFF793WPL.fastq.gz	missing controlled_by, mild to moderate bottlenecking, inconsistent platforms		
ENCFF023RKK	fastq	fastq		reads		ENCSR726HTS	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27ac-human	DNA						2016-11-03	ENCODE				2	2_2	76		single-ended					306680426	Bradley Bernstein, Broad	2d20bf1a9284df71d02cf1707dccff63		https://www.encodeproject.org/files/ENCFF023RKK/@@download/ENCFF023RKK.fastq.gz		Illumina NextSeq 500		released	s3://encode-public/2019/08/14/39104dcb-00fd-4b2e-b6d6-68ccca6359ac/ENCFF023RKK.fastq.gz	missing controlled_by, mild to moderate bottlenecking, inconsistent platforms		
ENCFF069LYC	fastq	fastq		reads		ENCSR726HTS	Histone ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27ac-human	DNA						2016-11-03	ENCODE				2	2_2	76		single-ended					305215670	Bradley Bernstein, Broad	8634fe8ccc4dc51e4066d3d5c2386c6b		https://www.encodeproject.org/files/ENCFF069LYC/@@download/ENCFF069LYC.fastq.gz		Illumina NextSeq 500		released	s3://encode-public/2019/08/14/54848cb6-fb91-4a88-9e57-cd27dad6058e/ENCFF069LYC.fastq.gz	missing controlled_by, mild to moderate bottlenecking, inconsistent platforms		
ENCFF000BLN	fastq	fastq		reads		ENCSR000ANG	Histone ChIP-seq	CL:0000515	skeletal muscle myoblast	primary cell	Homo sapiens										H3K27me3-human	DNA						2011-02-10	ENCODE				2	2_1	36		single-ended					513435315	Bradley Bernstein, Broad	f0cbc1aefc50a88351ee28eb44494e0d		https://www.encodeproject.org/files/ENCFF000BLN/@@download/ENCFF000BLN.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000BKI/	released	s3://encode-public/2010/11/16/77f24a7b-442e-4729-b3e4-8993ba515717/ENCFF000BLN.fastq.gz	low read length	insufficient read depth, control insufficient read depth	
ENCFF000BLO	fastq	fastq		reads		ENCSR000ANG	Histone ChIP-seq	CL:0000515	skeletal muscle myoblast	primary cell	Homo sapiens										H3K27me3-human	DNA						2011-02-10	ENCODE				1	1_1	36		single-ended					775398504	Bradley Bernstein, Broad	75e115854529ec29de86bac1f7a9d824		https://www.encodeproject.org/files/ENCFF000BLO/@@download/ENCFF000BLO.fastq.gz		Illumina Genome Analyzer IIe	/files/ENCFF000BKK/	released	s3://encode-public/2010/11/16/26f5afe0-707d-4c0e-ab26-81de50ea622c/ENCFF000BLO.fastq.gz	low read length	insufficient read depth, control insufficient read depth	
ENCFF000BML	fastq	fastq		reads		ENCSR000ANK	Histone ChIP-seq	CL:0000515	skeletal muscle myoblast	primary cell	Homo sapiens										H3K4me3-human	DNA						2011-02-10	ENCODE				2	2_1	36		single-ended					446316151	Bradley Bernstein, Broad	419142b434afb4d4d7ed82c8dc5350b2		https://www.encodeproject.org/files/ENCFF000BML/@@download/ENCFF000BML.fastq.gz		Illumina Genome Analyzer IIe	/files/ENCFF000BKI/	released	s3://encode-public/2010/11/16/c2927d65-2ca7-4edf-b5b9-997483cb3095/ENCFF000BML.fastq.gz	control low read depth, low read length	insufficient read depth	
ENCFF000BMP	fastq	fastq		reads		ENCSR000ANK	Histone ChIP-seq	CL:0000515	skeletal muscle myoblast	primary cell	Homo sapiens										H3K4me3-human	DNA						2011-02-10	ENCODE				1	1_1	36		single-ended					1471495618	Bradley Bernstein, Broad	4ebeee9afa0bcea5e8b8f2ecfe8e0db8		https://www.encodeproject.org/files/ENCFF000BMP/@@download/ENCFF000BMP.fastq.gz		Illumina Genome Analyzer IIe	/files/ENCFF000BKK/	released	s3://encode-public/2010/11/16/c6ff73c0-c1f6-4bf9-b203-8dbd96604a50/ENCFF000BMP.fastq.gz	control low read depth, low read length	insufficient read depth	
ENCFF000AWR	fastq	fastq		reads		ENCSR000ANP	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE				1	1_1	36		single-ended					812030991	Bradley Bernstein, Broad	9ebf192d4fe083c258ec7b5573ecf2e5		https://www.encodeproject.org/files/ENCFF000AWR/@@download/ENCFF000AWR.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF036EGF/, /files/ENCFF191QXK/	released	s3://encode-public/2010/11/16/dbddc620-9605-49fb-a391-0bd3a1cdd215/ENCFF000AWR.fastq.gz	low read depth, low read length, inconsistent platforms		
ENCFF000AWV	fastq	fastq		reads		ENCSR000ANP	Histone ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE				2	2_2	36		single-ended					675749123	Bradley Bernstein, Broad	3317992c2f37f8aea158a6797455ec56		https://www.encodeproject.org/files/ENCFF000AWV/@@download/ENCFF000AWV.fastq.gz		Illumina Genome Analyzer IIe	/files/ENCFF508ZFI/, /files/ENCFF393KUX/, /files/ENCFF303YPV/, /files/ENCFF138KKQ/, /files/ENCFF472QMD/, /files/ENCFF763DAQ/, /files/ENCFF064XIS/, /files/ENCFF659UFR/, /files/ENCFF145GCJ/, /files/ENCFF635VQA/, /files/ENCFF368CYL/	released	s3://encode-public/2010/11/16/0f5e0fa8-12d1-4221-993d-b6f3f0a3e1e8/ENCFF000AWV.fastq.gz	low read depth, low read length, inconsistent platforms		
